RB_Number,Building_Name,Date_Registered,Links,Parish,Features,Status,architect_names,builder_names,reasons_for_registration,construction_start_year,construction_end_year,construction_start_date_text,construction_end_date_text,registration_date_text,deregistration_date_text,notes_extraction,cleaned_text_source,md_path,Needs_Review
281,Port St Mary Railway Station,17/10/18,https://www.gov.im/media/1362026/notice1800281-port-st-mary-railway-station.pdf,Port St Mary,,Registered,"[""James Cowle"", ""George Kay""]",[],"[""A fine example of railway architecture"", ""Product of the island’s 19th century tourist industry"", ""Intrinsic unit as part of the island’s historic railway system"", ""Rare examples of railway buildings""]",1898.0,1902.0,1898,1902,17/10/2018,,"The architect of the station is not definitively agreed upon, but it is suggested to be the work of either James Cowle or George Kay. The station and goods shed are noted for their architectural and historic interest, being part of the island's 19th-century tourist industry and railway system.",fenced_block,data/gov.im/registered-buildings/outputs/rb-281/rb-281.md,
282,Port Erin Railway Station,17/10/2018,https://www.gov.im/media/1362025/port-erin-railway.pdf,Port Erin,,Registered,"[""George Kay""]",[],"[""A fine example of railway architecture in a vernacular revival style"", ""The railway and station buildings are a product of the Island’s 19th century tourist industry"", ""The Station, locomotive and Goods sheds are an intrinsic unit as part of the Island’s historic railway system"", ""The station and sheds are rare examples of railway buildings found on the Island""]",1901.0,1903.0,1901,1903,17/10/2018,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-282/rb-282.md,
283,"Gatekeepers Hut, Port St Mary",3/03/2017,https://www.gov.im/media/1353280/rb283-rb-notice.pdf,Port St Mary,,Registered,[],[],"[""special architectural and historic interest""]",,,,,1st February 2017,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-283/rb-283.md,no_names; no_dates
284,Ballasalla Gate House,01/03/2017,https://www.gov.im/media/1360606/rb284-rb-notice.pdf,Malew,,Registered,[],[],"[""special architectural and historic interest""]",,,,,1st February 2017,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-284/rb-284.md,no_names; no_dates
285,Water Tower Ballasalla,01/03/2017,https://www.gov.im/media/1360607/rb285-rb-notice.pdf,Malew,,Registered,[],[],"[""special architectural and historic interest""]",,,,,1st February 2017,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-285/rb-285.md,no_names; no_dates
286,Victoria Clock Tower Foxdale,01/02/2017,https://www.gov.im/media/1360608/rb286-notice.pdf,Patrick,,Registered,[],[],"[""special architectural and historic interest""]",,,,,1st February 2017,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-286/rb-286.md,no_names; no_dates
287,"Groudle Glen Hotel, King Edward Road",15/10/2019,https://www.gov.im/media/1365721/rb287-groudle-glen-hotel-for-website-151019.pdf,Onchan,,Registered,"[""M. H. Baillie Scott""]","[""Richard Maltby Broadbent""]","[""important surviving building of the Groudle Glen"", ""surviving building associated with a Glenside development""]",1893.0,1893.0,1893,1893,16th April 2019,,"The Groudle Glen Hotel is a former hotel constructed in 1893 in an Arts and Crafts style, attributed to architect M. H. Baillie Scott for Richard Maltby Broadbent. It is included in the Protected Buildings Register for its special architectural and historic interest. The building is associated with the development of the Groudle Glen and the island's 19th-century tourist industry. Despite alterations, it retains distinctive architectural features and is considered of special historic interest as part of the Groudle Glen resort and transport network.",fenced_block,data/gov.im/registered-buildings/outputs/rb-287/rb-287.md,
289,Former Newson's Trading Building 27-28 North Quay,13/04/2018,https://www.gov.im/media/1360386/1700289regbld-consultees-registration-notice-160418.pdf,Douglas,,Registered,[],[],"[""special architectural and historic interest""]",,,,,13th April 2018,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-289/rb-289.md,no_names; no_dates
290,IOM Bank Buildings 2 Athol Street,13/04/2018,https://www.gov.im/media/1360387/1700290regbld-website-detail.pdf,Douglas,,Registered,"[""Dr. Alexander Marshall Mackenzie"", ""James Teare"", ""Davidson, Marsh and Co""]","[""John Morgan""]","[""special architectural interest"", ""special historic interest""]",1900.0,1902.0,July 1900,May 1902,13th April 2018,,"The building is noted for its Italian Renaissance style and use of imported materials, including granite from Scotland and marble from Norway and Italy. It features a stained-glass dome and was designed by Dr. Alexander Marshall Mackenzie. The building has undergone several extensions and refurbishments over the years.",fenced_block,data/gov.im/registered-buildings/outputs/rb-290/rb-290.md,
291,Douglas Horse Tram Stables,13/06/2018,https://www.gov.im/media/1361802/register-entry-summary-horse-tram-stables.pdf,Douglas,,Registered,"[""Thomas Lightfoot""]","[""Thomas Lightfoot""]","[""The horse tramway has played an important part in the development of the Island’s tourist industry and development of Douglas as a resort during the C19th and Early C20th"", ""The buildings are a unique survival due to their association with the horse tram and are of more than national historic interest due to being the last remaining in the British Isles."", ""The stables and terrace form an important group both architecturally and historically the significance of which is heightened by the survival of the group as a whole."", ""The stables and terrace form an important and unique example of a late C19th urban stable yard associated with a horse tramway, it is the last surviving horse tramway in the British Isles and possibly the world."", ""Their significance is also increased by the level of intactness of the buildings and surviving features.""]",1877.0,,1877,,13/6/2018,,"The document provides a detailed history of the Douglas Bay Horse Tram Stables, highlighting its architectural and historical significance. It mentions Thomas Lightfoot as both the architect and builder, and outlines the reasons for its registration, emphasizing its unique status as the last surviving horse tramway in the British Isles.",fenced_block,data/gov.im/registered-buildings/outputs/rb-291/rb-291.md,
292,Masonic Lodge,25/06/2018,https://www.gov.im/media/1364130/rb-292-masonic-lodge.pdf,Douglas,,Registered,"[""WH Lowmas"", ""WH Lomas""]","[""Messrs Cowell and Corkill""]","[""good example of a Georgian neoclassic villa"", ""retains internal joinery including staircase"", ""use of a steel frame in the hall extension is early and innovative"", ""well preserved example of a Georgian villa"", ""home of 3 MHKs most notable being A.W. Moore"", ""bought and extended by the Freemasons for use as a masonic temple"", ""surviving well preserved Georgian neoclassical villa"", ""only example of a purpose built masonic temple on the Island""]",1801.0,1818.0,1801,1818,,,"The building is a Masonic lodge, formerly a gentleman’s residence, with early 19th-century origins and a significant extension in 1924. It is noted for its architectural and historic interest, including its association with Freemasonry and notable Manx figures.",fenced_block,data/gov.im/registered-buildings/outputs/rb-292/rb-292.md,
293,"Former Farmers Combine Warehouse, 33 West Quay, Ramsey",,https://www.gov.im/media/1363509/1900293regbld-de-reg-entry-for-website-151019.pdf,Ramsey,,De-registered,[],[],"[""Industrial warehouse of the mid 19th century"", ""Surviving features including substantial timber joists and hoist mechanism"", ""Example of a warehouse building dating to the expansion of Ramsey"", ""One of a few remaining warehouses in the quayside dating to the quays development""]",1850.0,1859.0,circa mid C19th,circa mid C19th,14th February 2019,15th October 2019,"The Former Farmers Combine Warehouse was initially registered due to its architectural and historic interest, including its mid-19th century industrial design and surviving features. However, it was later de-registered as it was determined not to meet the high bar for special architectural or historic interest in the national context.",fenced_block,data/gov.im/registered-buildings/outputs/rb-293/rb-293.md,no_names
294,"The Mitre Hotel, Kirk Michael",07/04/2021,https://www.gov.im/media/1372564/294-registration-notice-summary-and-map.pdf,Michael,,Registered,[],[],"[""The oldest surviving pub in the Isle of Man, believed to date back to the late 18th century."", ""The building is a surviving example of the adaptation of a vernacular farmhouse to public house.""]",1786.0,,1786,,7th April 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-294/rb-294.md,no_names
295,"Cosy Nook, Shore Road",07/04/2021,https://www.gov.im/media/1372565/295-registration-notice-summary-and-map.pdf,Port Erin,,Registered,[],"[""Watt family""]","[""Age and rarity: surviving vernacular building of early Port Erin located in unique shoreline location."", ""The building is a surviving example of the adaptation of a vernacular building to accommodate the growing tourism industry, it is an example of the national story of the island’s development from rural life to tourist destination and associated social and cultural history.""]",1850.0,1899.0,mid-19th century,very early 20th century,7th April 2021,,The building was originally two dwelling houses built by the Watt family in the mid-19th century in a Manx Vernacular style. It has been a café since at least the very early 20th century.,fenced_block,data/gov.im/registered-buildings/outputs/rb-295/rb-295.md,
296,"Trafalgar House (former Trafalgar Hotel), South Quay",07/04/2021,https://www.gov.im/media/1372563/296-registration-notice-summary-and-map.pdf,Douglas,,Registered,[],[],"[""Age and rarity: A surviving building of the 19th century Quay development, which saw the expansion of Douglas as the Island’s principle trading port."", ""Surviving example of a commercial public house on the South Quay"", ""Late 19th /very early 20th Century brick façade comprised of special brick detailing and large oriel windows.""]",,,,,7th April 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-296/rb-296.md,no_names; no_dates
297,Point of Ayre Foghorn,07/07/2021,https://www.gov.im/media/1373614/297-notice-and-entry-summary.pdf,Bride,,Registered,[],[],"[""The structure is a unique example of late 19th century industrial maritime technology."", ""The structure is a surviving example of the technology used to prevent maritime disasters in the late 19th century, the need for such measures increased as a result of the island’s growing development during the 19th century.""]",1899.0,,1899,,7th July 2021,,The foghorn building dates from 1899 and has been altered since its construction. It has been in its current form since at least the 1940s. The fog signal was decommissioned in 2005.,fenced_block,data/gov.im/registered-buildings/outputs/rb-297/rb-297.md,no_names
298,Point of Ayre Winkie Lighthouse,07/07/2021,https://www.gov.im/media/1373615/298-notice-and-entry-summary.pdf,Bride,,Registered,[],[],"[""Rare example of a cast iron lighthouse from the 19th century."", ""Surviving example of the technology used to prevent maritime disasters in the late 19th century.""]",1889.0,1889.0,1889,1889,7th July 2021,,The lighthouse was repositioned in 1950 and the light signal was discontinued in April 2010.,fenced_block,data/gov.im/registered-buildings/outputs/rb-298/rb-298.md,no_names
299,Nautical Museum,07/07/2021,https://www.gov.im/media/1373616/299-notice-and-entry-summary.pdf,Castletown,,Registered,[],"[""Captain George Quayle""]","[""Unique late 18th century boathouse complex including Cabin Room and Private Dock."", ""Unique surviving 18th century complex of buildings used to house a pleasure boat and associated activity of a high status family."", ""Built by Captain George Quayle, son of John Quayle, Clerk of the Rolls."", ""Unique private recreational maritime complex dating from the late 18th century.""]",1789.0,1789.0,1789,1789,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-299/rb-299.md,
300,Maughold Lighthouse Tower,07/07/2021,https://www.gov.im/media/1373617/300-notice-and-entry-summary.pdf,Maughold,,Registered,"[""Charles Stevenson"", ""David Stevenson""]",[],"[""Architectural interest"", ""Historic interest""]",1914.0,1914.0,15 April 1914,15 April 1914,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-300/rb-300.md,
301,Corrins Tower,07/07/2021,https://www.gov.im/media/1373618/301-notice-and-entry-summary.pdf,Patrick,,Registered,[],"[""Thomas Corrin""]","[""Monument tower from the early 19th century."", ""Surviving early 19th century monument used as an official shipping landmark and marker in the surrounding landscape."", ""Built by Thomas Corrin, giving the building significance in the social and cultural history of Peel and the surrounding area.""]",,1806.0,,1806,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-301/rb-301.md,
302,"Custom House, Crown Street",07/07/2021,https://www.gov.im/media/1373619/302-notice-and-entry-summary.pdf,Peel,,Registered,[],[],"[""Surviving example of a mid-19th century Custom House."", ""Surviving building associated with the island’s trade and commerce during a period of high economic activity in the mid-19th century.""]",,1863.0,,1863,7th July 2021,,"The document provides details about the registration of Custom House, Crown Street, Peel, Isle of Man, as a protected building due to its architectural and historic interest. The building was completed in 1863 and is associated with the island's trade and commerce during a period of high economic activity in the mid-19th century. The registration decision was made on 7th July 2021, and notices were issued on 20th July 2021.",fenced_block,data/gov.im/registered-buildings/outputs/rb-302/rb-302.md,no_names
303,Milner's Tower,22/07/2021,https://www.gov.im/media/1373722/303-milners-tower-notice-and-entry-summary.pdf,Port Erin,,Registered,[],[],"[""19th century memorial tower in a distinctive form and style."", ""Notable structure associated with Port Erin Bay’s development dedicated to important local figure."", ""Commemorative tower to William Milner, notable industrialist and benefactor.""]",1871.0,1871.0,1871,1871,22nd July 2021,,The document provides details about the registration of Milner's Tower as a protected building due to its architectural and historical significance. It was constructed in 1871 as a memorial to William Milner.,fenced_block,data/gov.im/registered-buildings/outputs/rb-303/rb-303.md,no_names
304,"Lifeboat House, The Quay",07/07/2021,https://www.gov.im/media/1373623/304-notice-and-entry-summary.pdf,Port St Mary,,Registered,[],[],"[""Late 19th century lifeboat house still in its original use and retaining original historic detailing."", ""Building illustrates the crucial role played by the RNLI in saving lives at sea since the 19th century."", ""William Hillary, founder of the RNLI, was from the Isle of Man and the island’s lifeboat stations are part of his legacy.""]",1896.0,1898.0,1896,1898,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-304/rb-304.md,no_names
305,Range Front (Leading Light) Lighthouse,07/07/2021,https://www.gov.im/media/1373620/305-notice-and-entry-summary.pdf,Port Erin,,Registered,[],[],"[""Beachside lighthouse of a small-scale unique construction."", ""The structure is part of the network of maritime safety provisions around the island’s coast that have an important role in the social and economic history.""]",1885.0,1900.0,mid-1880s,circa 1900,7th July 2021,,The lighthouse was not present in photographs from the mid-1880s but appears in photographs from circa 1900 and is noted on the 1921 map. The concrete tower dates from the 1930s.,fenced_block,data/gov.im/registered-buildings/outputs/rb-305/rb-305.md,no_names
306,"Former Lifeboat House, Breakwater Road",07/07/2021,https://www.gov.im/media/1373621/306-notice-and-entry-summary.pdf,Port Erin,,Registered,[],[],"[""Example of late-19th century lifeboat house with interesting architectural features."", ""Building illustrates the crucial role played by the RNLI in saving lives at sea since the 19th century."", ""William Hillary, founder of the RNLI, was from the Isle of Man and the island’s lifeboat stations are part of his legacy.""]",1884.0,1925.0,1884,1925,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-306/rb-306.md,no_names
307,Harbourmaster's Office and Coal Shed,07/07/2021,https://www.gov.im/media/1373622/307-notice-and-entry-summary.pdf,Port Erin,,Registered,[],[],"[""Mid-19th century maritime building retaining its original form and external appearance."", ""Harbourmaster’s office that is a surviving structure from the short-lived breakwater project."", ""The building is the island’s earliest surviving engine shed, pre-dating the railways developed in the 1870s.""]",1863.0,,1863,,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-307/rb-307.md,no_names
308,Calf of Man Upper Lighthouse,07/07/2021,https://www.gov.im/media/1373624/308-notice-and-entry-summary.pdf,Rushen,,Registered,"[""Robert Stevenson""]",[],"[""Early 19th century lighthouse designed by Robert Stevenson with well-considered architectural detailing."", ""One half of a pair of surviving early 19th century lighthouses designed by renowned engineer Robert Stevenson."", ""Early 19th century pair of lighthouses designed by Stevenson.""]",1818.0,1818.0,1818,1818,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-308/rb-308.md,
309,Calf of Man Lower Lighthouse,07/07/2021,https://www.gov.im/media/1373625/309-notice-and-entry-summary.pdf,Rushen,,Registered,"[""Robert Stevenson""]",[],"[""Early 19th century lighthouse designed by Robert Stevenson with well-considered architectural detailing."", ""One half of a pair of surviving early 19th century lighthouses designed by renowned engineer Robert Stevenson."", ""Early 19th century pair of lighthouses designed by Stevenson.""]",1818.0,1818.0,1818,1818,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-309/rb-309.md,
310,Chicken Rock Lighthouse,07/07/2021,https://www.gov.im/media/1373626/310-notice-and-entry-summary.pdf,Rushen,,Registered,"[""David Stevenson"", ""Thomas Stevenson""]",[],"[""Unique offshore lighthouse designed by David and Thomas Stevenson."", ""Late 19th century free standing lighthouse."", ""Unique free standing offshore lighthouse from the late 19th century.""]",1868.0,1874.0,1868,1874,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-310/rb-310.md,
311,Ballaugh Parish War Memorial,07/07/2021,https://www.gov.im/media/1373629/311-notice-and-entry-summary.pdf,Ballaugh,,Registered,[],[],"[""The memorial commemorates members of the community that were lost in conflict.""]",,1921.0,,6th April 1921,7th July 2021,,The document provides details about the registration of the Ballaugh Parish War Memorial as a protected building due to its historic interest. The memorial was unveiled on 6th April 1921 and commemorates community members lost in conflict.,fenced_block,data/gov.im/registered-buildings/outputs/rb-311/rb-311.md,no_names
312,"Inkerman Memorial, The Nunnery",07/07/2021,https://www.gov.im/media/1373632/312-notice-and-entry-summary.pdf,Douglas,,Registered,[],[],"[""Erected in memory of Brigadier-General Thomas Leigh Goldie, who died in the Battle of Inkerman during the Crimean War in 1854"", ""The memorial includes a Russian gun from the battle""]",1858.0,1858.0,1858,1858,7th July 2021,,"The Inkerman Memorial was erected in memory of Brigadier-General Thomas Leigh Goldie, who died in the Battle of Inkerman during the Crimean War. It originally featured an obelisk and a captured Russian gun. The obelisk was damaged and reconstructed, with sections remaining in the Nunnery grounds.",fenced_block,data/gov.im/registered-buildings/outputs/rb-312/rb-312.md,no_names
313,Castletown War Memorial,07/07/2021,https://www.gov.im/media/1373630/313-notice-and-entry-summary.pdf,Castletown,,Registered,"[""Messrs J. Corrin and Son""]","[""Mr C. Cubbon"", ""Mr S. Killey""]","[""Memorial commemorates members of the community that were lost in conflict""]",1923.0,1949.0,2nd August 1923,November 1949,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-313/rb-313.md,
314,King Williams College War Memorial,07/07/2021,https://www.gov.im/media/1373631/314-notice-and-entry-summary.pdf,Castletown,,Registered,"[""Ronald F. Dodd""]","[""W.H. Avtell and co.""]","[""Memorial commemorates former scholars of the college that have been lost in conflict""]",,1922.0,,28 July 1922,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-314/rb-314.md,
315,Douglas Borough War Memorial,07/07/2021,https://www.gov.im/media/1373633/315-notice-and-entry-summary.pdf,Douglas,,Registered,"[""Ewart Crellin""]","[""Harry Hemms & Sons"", ""Thomas Quayle""]","[""Memorial in an architecturally distinct style and form with a high standard of craftsmanship."", ""Memorial commemorates members of the community that were lost in conflict.""]",1924.0,1924.0,29th May 1924,29th May 1924,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-315/rb-315.md,
316,"Goldie -Taubman Memorial, Douglas Head",07/07/2021,https://www.gov.im/media/1373634/316-notice-and-entry-summary.pdf,Douglas,,Registered,[],[],"[""Memorial commemorates those lost in the First and Second World Wars""]",1921.0,1921.0,11 November 1921,11 November 1921,7th July 2021,,"The memorial was a gift from Mr John Leigh Goldie-Taubman of the Nunnery, Douglas. The 1935-1945 inscription was added later using a separate tablet.",fenced_block,data/gov.im/registered-buildings/outputs/rb-316/rb-316.md,no_names
317,Douglas Cemetery War Memorial,07/07/2021,https://www.gov.im/media/1373635/317-notice-and-entry-summary.pdf,Douglas,,Registered,[],[],"[""The memorial commemorates those on the island that died in the First World War.""]",,,,1920s,7th July 2021,,"The exact date of the memorial is unknown, thought to be 1920s.",fenced_block,data/gov.im/registered-buildings/outputs/rb-317/rb-317.md,no_names
318,"National War Memorial, St Johns",07/07/2021,https://www.gov.im/media/1373636/318-notice-and-entry-summary.pdf,German,,Registered,"[""P.M.C. Kermode""]","[""T.H. Royston""]","[""Memorial commemorates those on the island that died in the First and Second World Wars""]",,1923.0,,08 November 1923,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-318/rb-318.md,
319,"Lezayre Parish War Memorial, Churchtown",07/07/2021,https://www.gov.im/media/1373637/319-notice-and-entry-summary.pdf,Lezayre,,Registered,"[""Ewart Crellin""]","[""Edward Christian""]","[""Memorial commemorates members of the community that were lost in conflict""]",1923.0,1951.0,23 May 1923,23 September 1951,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-319/rb-319.md,
320,Onchan Parish War Memorial,07/07/2021,https://www.gov.im/media/1373638/320-notice-and-entry-summary.pdf,Onchan,,Registered,"[""Archibald Knox""]","[""Thos. Quayle""]","[""Memorial designed by renowned artist Archibald Knox."", ""Memorial commemorates members of the community that were lost in conflict.""]",1924.0,1924.0,16 November 1924,16 November 1924,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-320/rb-320.md,
321,"Ramsey War Memorial, Memorial Gardens",07/07/2021,https://www.gov.im/media/1373640/321-notice-and-entry-summary.pdf,Ramsey,,Registered,"[""P.M.C. Kermode""]","[""Mr T.H. Royston""]","[""Memorial commemorates members of the community that were lost in conflict""]",1920.0,1951.0,30 September 1920,4 November 1951,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-321/rb-321.md,
322,"Mona's Queen Memorial, Kallow Point",07/07/2021,https://www.gov.im/media/1373639/322-notice-and-entry-summary.pdf,Port St Mary,,Registered,"[""Patrick Collett""]","[""R.G.W. Builders""]","[""Historic interest: commemorates those that lost their lives during the evacuation of Dunkirk in 1940"", ""Includes the anchor from TSS Mona’s Queen (3)""]",2010.0,2012.0,2010,29 May 2012,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-322/rb-322.md,
323,"Santon Parish War Memorial, Church Road",07/07/2021,https://www.gov.im/media/1373641/323-notice-and-entry-summary.pdf,Santon,,Registered,[],[],"[""Memorial commemorates members of the community that were lost in conflict""]",1920.0,1920.0,9 May 1920,9 May 1920,7th July 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-323/rb-323.md,no_names
324,"K8 Telephone Kiosk, Summerhill Road",01/09/2021,https://www.gov.im/media/1374318/324-notice-and-entry-summary-dec-21.pdf,Onchan,,Registered,"[""Bruce Martin""]",[],"[""The K8 kiosks were designed by Bruce Martin in a contemporary style, and represent important examples of their building type."", ""The kiosk illustrates important aspects of the island’s social history, being important symbols of communication and connectivity in both urban and rural communities on the island.""]",1968.0,,1968,,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-324/rb-324.md,
325,"K8 Telephone Kiosk, Hillberry Road",01/09/2021,https://www.gov.im/media/1374319/325-notice-and-entry-summary-dec-21.pdf,Onchan,,Registered,"[""Bruce Martin""]",[],"[""The K8 kiosks were designed by Bruce Martin in a contemporary style, and represent important examples of their building type."", ""The kiosk illustrates important aspects of the island’s social history, being important symbols of communication and connectivity in both urban and rural communities on the island.""]",1968.0,,1968,,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-325/rb-325.md,
326,"K8 Telephone Kiosk, Memorial Gardens",01/09/2021,https://www.gov.im/media/1374325/326-notice-and-entry-summary-dec-21.pdf,Ramsey,,Registered,"[""Bruce Martin""]",[],"[""architectural interest"", ""historic interest""]",1968.0,,1968,,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-326/rb-326.md,
327,"Pair of K6 Telephone Kiosks, Drumgold Street",01/09/2021,https://www.gov.im/media/1374316/rb-327-pair-of-k6-telephone-kiosks-drumgold-street.pdf,Douglas,,Registered,"[""Giles Gilbert Scott""]",[],"[""The K6 kiosks were designed by Giles Gilbert Scott to commemorate the Silver Jubilee of George V, and are examples of an iconic architectural design."", ""The kiosks illustrate important aspects of the island’s social history, being important symbols of communication and connectivity in both urban and rural communities on the island.""]",1936.0,1936.0,1936,1936,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-327/rb-327.md,
328,"K6 Telephone Kiosk, Peel Promenade",01/09/2021,https://www.gov.im/media/1374322/rb-328-k6-telephone-kiosk-peel-promenade.pdf,Peel,,Registered,"[""Giles Gilbert Scott""]",[],"[""The K6 kiosks were designed by Giles Gilbert Scott to commemorate the Silver Jubilee of George V, and are examples of an iconic architectural design."", ""The kiosk illustrates important aspects of the island’s social history, being important symbols of communication and connectivity in both urban and rural communities on the island.""]",1936.0,1936.0,1936,1936,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-328/rb-328.md,
329,"K6 Telephone Kiosk, Lower Promenade",01/09/2021,https://www.gov.im/media/1374323/rb-329-k6-telephone-kiosk-lower-promenade.pdf,Port Erin,,Registered,"[""Giles Gilbert Scott""]",[],"[""The K6 kiosks were designed by Giles Gilbert Scott to commemorate the Silver Jubilee of George V, and are examples of an iconic architectural design."", ""The kiosk illustrates important aspects of the island’s social history, being important symbols of communication and connectivity in both urban and rural communities on the island.""]",1936.0,1936.0,1936,1936,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-329/rb-329.md,
330,"K6 Telephone Kiosk, Queens Road",01/09/2021,https://www.gov.im/media/1374324/rb-330-k6-telephone-kiosk-queens-road.pdf,Port St Mary,,Registered,"[""Giles Gilbert Scott""]",[],"[""The K6 kiosks were designed by Giles Gilbert Scott to commemorate the Silver Jubilee of George V, and are examples of an iconic architectural design."", ""The kiosk illustrates important aspects of the island’s social history, being important symbols of communication and connectivity in both urban and rural communities on the island.""]",1936.0,1936.0,1936,1936,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-330/rb-330.md,
331,"K6 Telephone Kiosk, The Hope",01/09/2021,https://www.gov.im/media/1374320/rb-331-k6-telephone-kiosk-the-hope.pdf,Patrick,,Registered,"[""Giles Gilbert Scott""]",[],"[""The K6 kiosks were designed by Giles Gilbert Scott to commemorate the Silver Jubilee of George V, and are examples of an iconic architectural design."", ""The kiosk illustrates important aspects of the island’s social history, being important symbols of communication and connectivity in both urban and rural communities on the island.""]",1936.0,1936.0,1936,1936,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-331/rb-331.md,
332,"K6 Telephone Kiosk, Bride Village",01/09/2021,https://www.gov.im/media/1374315/rb-332-k6-telephone-kiosk-bride-village.pdf,Bride,,Registered,"[""Giles Gilbert Scott""]",[],"[""The K6 kiosks were designed by Giles Gilbert Scott to commemorate the Silver Jubilee of George V, and are examples of an iconic architectural design."", ""The kiosk illustrates important aspects of the island’s social history, being important symbols of communication and connectivity in both urban and rural communities on the island.""]",1936.0,,1936,,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-332/rb-332.md,
333,"K6 Telephone Kiosk, Derbyhaven",01/09/2021,https://www.gov.im/media/1374317/rb-333-k6-telephone-kiosk-derbyhaven.pdf,Malew,,Registered,"[""Giles Gilbert Scott""]",[],"[""The K6 kiosks were designed by Giles Gilbert Scott to commemorate the Silver Jubilee of George V, and are examples of an iconic architectural design."", ""The kiosk illustrates important aspects of the island’s social history, being important symbols of communication and connectivity in both urban and rural communities on the island.""]",1936.0,1936.0,1936,1936,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-333/rb-333.md,
334,"K6 Telephone Kiosk, Cregneash Village",01/09/2021,https://www.gov.im/media/1374326/rb-334-k6-telephone-kiosk-cregneash-village.pdf,Rushen,,Registered,"[""Giles Gilbert Scott""]",[],"[""The K6 kiosks were designed by Giles Gilbert Scott to commemorate the Silver Jubilee of George V, and are examples of an iconic architectural design."", ""The kiosk illustrates important aspects of the island’s social history, being important symbols of communication and connectivity in both urban and rural communities on the island.""]",1936.0,1936.0,1936,1936,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-334/rb-334.md,
335,"K6 Telephone Kiosk, Patrick Village",01/09/2021,https://www.gov.im/media/1374321/rb-335-k6-telephone-kiosk-patrick-village.pdf,Patrick,,Registered,"[""Giles Gilbert Scott""]",[],"[""The K6 kiosks were designed by Giles Gilbert Scott to commemorate the Silver Jubilee of George V, and are examples of an iconic architectural design."", ""The kiosk illustrates important aspects of the island’s social history, being important symbols of communication and connectivity in both urban and rural communities on the island.""]",1936.0,1936.0,1936,1936,1st September 2021,,,fenced_block,data/gov.im/registered-buildings/outputs/rb-335/rb-335.md,
336,Ballavarry Farmhouse,29/09/2021,https://www.gov.im/media/1374669/rb336-ballavarry-farmhouse.pdf,Andreas,,Registered,[],[],"[""Surviving example of an 18th Century Quarterland Farmhouse with 19th Century additions retaining its historic plan form and internal features."", ""Surviving example of an 18th Century Quarterland Farmhouse with 19th Century additions retaining its historic plan form and internal features.""]",1700.0,1899.0,18th Century,19th Century,29th September 2021,,"The document provides a detailed description of Ballavarry Farmhouse, its historical significance, architectural features, and reasons for its registration as a protected building. The farmhouse has historical ties to the Allen Family and retains many of its original features from the 18th and 19th centuries.",fenced_block,data/gov.im/registered-buildings/outputs/rb-336/rb-336.md,no_names
