Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,19/01264/CON,"Registered Building consent for alterations and refurbishment works including demolition of garage, replacement French doors, provision of balance boiler flue and external soil pipe connection to rear elevation, roofing and rendering works (in association",16-Jan-20,Principal Planner - South (SC),Thornbank Falcon Cliff Terrace Douglas Isle Of Man IM2 4AY
Permitted,19/01265/GB,Re-rendering of front elevation and replacement of existing roof tiles (in association with PA 19/01266/CON),02-Jan-20,Director 2017+,Tulloch House 2 The Parade Castletown Isle Of Man IM9 1LG
Permitted,19/01266/CON,"Registered Building consent for re-rendering of front elevation, replacement of existing roof tiles, and internal refurbishment works (in association with PA 19/01265/GB) Registered Building Nos. 71",02-Jan-20,Director 2017+,Tulloch House 2 The Parade Castletown Isle Of Man IM9 1LG
Permitted,19/01267/B,Alterations and erection of extension to rear elevation,17-Jan-20,Head of Development Management,Creg-Dy-Shee 24 Devonshire Crescent Douglas Isle Of Man IM2 3RD
Permitted,19/01268/B,"Alterations, erection of link extension to garage and amendments to rear patio area",06-Jan-20,Principal Planner - South (SC),Homecroft Ballavitchel Road Crosby Isle Of Man IM4 2DN
Permitted,19/01269/B,Window and door alterations to rear elevation,24-Jan-20,Principal Planner - South (SC),52 St Catherines Drive Douglas Isle Of Man IM1 4BF
Permitted,19/01270/B,Erection of rear extension and rear dormer window,17-Jan-20,Head of Development Management,St Elmo 9 Keeill Pharick Glen Vine Isle Of Man IM4 4EW 
Permitted,19/01271/B,"Replacement of existing front and rear balconies with extended balconies, alterations to window openings and creation of a rear garden room",06-Jan-20,Director 2017+,Cameron Court Fort Island Road Derbyhaven Isle Of Man IM9 1TZ
Permitted,19/01272/B,"Alterations, erection of rear two storey extension and provision for the installation of temporary posts and floor barriers",29-Jan-20,Head of Development Management,Veg Veen Cottage Glen Road Laxey Isle Of Man IM4 7AN
Permitted,19/01273/B,Erection of extension to rear elevation,14-Apr-20,Director 2017+,16 Berry Woods Grove Douglas Isle Of Man IM2 7BX
Permitted,19/01274/B,Installation of a heat pump to replace existing boiler,31-Jan-20,Head of Development Management,The Fairways Rowany Drive Port Erin Isle Of Man IM9 6LN
Permitted,19/01275/B,Erection of a porch and detached double garage with storage above,24-Feb-20,Principal Planner- North (CB),Reservoir House Ballagawne Ballabeg Castletown Isle Of Man IM9 4HL 
Permitted,19/01276/B,Installation of a heat pump to replace boiler,20-Jan-20,Head of Development Management,10 The Crescent Douglas Isle Of Man IM2 5ET
Refused,19/01277/B,Conversion of boarding house to provide five self-contained apartments,24-Feb-20,Principal Planner- North (CB),19 Waterloo Road Ramsey Isle Of Man IM8 1DT
Permitted,19/01278/B,Installation of replacement windows and doors and formation of rear bifold doors,17-Jan-20,Principal Planner - South (SC),23 Selborne Drive Douglas Isle Of Man IM2 3LR
Permitted,19/01279/B,Erection of rear extension with associated flue,11-Feb-20,Head of Development Management,8 Carrick Park Sulby Isle Of Man IM7 2EX 
Refused,19/01280/B,"Erection of an agricultural building for livestock, stabling and agricultural equipment",20-Oct-20,Planning Committee,Kionehenin Dhoon Loop Road Dhoon Ramsey Isle Of Man IM7 1HP
Permitted,19/01282/B,Variation of condition 4 of PA 18/01255/B concerning highway matters,10-Mar-20,Planning Committee,Land Adjoining Residential Development Auldyn Meadow Drive Ramsey Isle Of Man
Permitted,19/01283/B,Creation of a borehole,20-Oct-20,Planning Committee,Land Forming Part Of Golf Course Behind Workshop Building  Derbyhaven Road Derbyhaven Isle Of Man  
Permitted,19/01284/C,Additional use of guest house as a restaurant,13-Mar-20,Planning Committee,Athol Park Guest House Athol Park Port Erin Isle Of Man IM9 6EX 
Refused,19/01285/D,Installation of illuminated signage (retrospective),02-Jan-20,Director 2017+,Athol Park Guest House Athol Park Port Erin Isle Of Man IM9 6EX 
Permitted,19/01286/GB,"Alterations, installation of replacement roof slates to match existing and associated lead work to parapet, replace two roof lights and installation of four new roof lights, and replacement windows to ends of lantern roof structures with new sections of g",02-Jan-20,Head of Development Management,New Market Hall Market Hill Douglas Isle Of Man IM1 2BH 
Permitted,19/01287/CON,"Registered Building consent for alterations, installation of replacement roof slates to match existing and associated lead work to parapet, replace two roof lights and installation of four new roof lights, and replacement windows to ends of lantern roof s",02-Jan-20,Director 2017+,New Market Hall Market Hill Douglas Isle Of Man IM1 2BH 
Permitted,19/01288/B,"Replacement windows to front and rear elevations, replacement front and rear doors.",22-Jan-20,Principal Planner - South (SC),7 Rivers Court Glen Road Laxey Isle Of Man IM4 7AG
Permitted,19/01289/B,Replacement of ground floor bay window sliding sash windows with PVC units,06-Jan-20,Principal Planner - South (SC),12 Richmond Grove Douglas Isle Of Man IM1 3JZ
Permitted,19/01290/B,"Refurbishment and extensions of existing Tholtan to create dwelling, including new access arrangements",30-Jan-20,Planning Committee,Pro Tem Ballamodha Straight Ballamodha Ballasalla Isle Of Man  
Refused,19/01291/B,Erection of flat roof dormer to rear of dwelling,29-Jan-20,Head of Development Management,Annandale 69 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EW 
Permitted,19/01292/C,Temporary use of public house garden to provide camping for the duration of the TT and MGP Festival of Motorcycling with use of existing facilities and parking during these periods,21-Feb-20,Planning Committee,Glen Mona Hotel Glen Mona Ramsey Isle Of Man IM7 1HF 
Permitted,19/01293/B,"Installation of replacement roof light, windows and doors, and creation of two roof lights and two dormers",22-Jan-20,Principal Planner - South (SC),Rotherham 2 Sherwood Terrace Douglas Isle Of Man IM2 4EN
Permitted,19/01294/B,Installation of replacement ground floor shop windows with PVC units,09-Mar-20,Head of Development Management,Shop Seamount Bay View Road Port St. Mary Isle Of Man IM9 5AG 
Permitted,19/01295/B,Alterations and erection of extensions to provide living space and garage,09-Mar-20,Head of Development Management,46 Harcroft Meadow Douglas Isle Of Man IM2 1JT 
Refused,19/01296/B,Erection of dwelling with integral double garage within grounds of existing property,12-Nov-20,Head of Development Management,West View Shore Road Port Erin Isle Of Man IM9 6HL
Permitted,19/01297/B,Erection of a first floor terrace to rear elevation (retrospective),16-Mar-20,Principal Planner- North (CB),20 Belgravia Road Onchan Isle Of Man  
Refused,19/01298/B,Installation of a replacement front door,06-Jan-20,Principal Planner - South (SC),13 Albany Road Douglas Isle Of Man IM2 3NP
Permitted,19/01299/C,Change of use of ground floor shop (Class 1) and first floor residential to an office (Class 4),03-Feb-20,Director 2017+,48 Michael Street Peel Isle Of Man IM5 1HD
Permitted,19/01300/B,Erection of an extension over existing garage,02-Jan-20,Director 2017+,6 Maple Avenue Ballawattleworth Estate Peel Isle Of Man IM5 1WP 
Permitted,19/01301/B,Widening of existing vehicular access and driveway,17-Jan-20,Head of Development Management,Carla Beck 6 Devonshire Crescent Douglas Isle Of Man IM2 3RD
Permitted,19/01302/B,Installation of replacement windows to front elevation,17-Jan-20,Principal Planner - South (SC),100 Malew Street Castletown Isle Of Man IM9 1LS
Permitted,19/01303/B,Installation of a flue and new windows and door on rear elevation  (all retrospective),10-Mar-20,Head of Development Management,Gumtree Cottage Glen Road Laxey Isle Of Man IM4 7AJ 
Permitted,19/01304/B,Conversion of garage to provide living accommodation,22-Jan-20,Principal Planner - South (SC),19 Manor Drive Douglas Isle Of Man IM2 2NY
Permitted,19/01305/B,Conversion of existing car port to provide living accommodation,02-Jan-20,Director 2017+,27 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EP
Permitted,19/01306/B,Window / door alterations,06-Jan-20,Principal Planner - South (SC),3 Douglas Avenue Douglas Isle Of Man IM2 5EL
Permitted,19/01307/B,Creation of a borehole,26-Aug-20,Planning Committee,Field Number 420855 Ballagawne Farm Ballagawne Road Ballabeg Castletown Isle Of Man  
Permitted,19/01308/B,Installation of four replacement windows to front and rear elevations,06-Jan-20,Principal Planner - South (SC),39 Hildesley Road Douglas Isle Of Man IM2 5AX
Refused,19/01309/B,Erection of detached dwelling,24-Jan-20,Principal Planner - South (SC),Plot North Of Turnberry Alberta Drive Onchan Isle Of Man IM3 1LT 
Application Withdrawn,19/01310/B,Erection of detached dwelling,24-Feb-20,Withdrawn,5 Ballabeg Grove Main Road Glen Vine Isle Of Man IM4 4HZ 
Permitted,19/01311/B,Creation of additional 14 parking spaces with associated landscaping - forming amendments to application 17/01101/B (retrospective),07-May-20,Planning Committee,"Site Adj To Units A1 To A6, B1 To B6, C1 To C6 & D1 To D6 Eden Business Park Cooil Road Braddan Isle Of Man  "
Permitted,19/01312/B,Replacement of existing conservatory roof with a solid roof,24-Jan-20,Principal Planner - South (SC),7 Ashbourne Avenue Douglas Isle Of Man IM2 1NW
Application Withdrawn,19/01313/B,Creation of art installation through the re-arrangement and painting of stone,06-Mar-20,Withdrawn,Art Installation Mountain Road Glen Auldyn Ramsey Isle Of Man  
Permitted,19/01314/B,Replacement of existing conservatory roof with a solid roof,24-Jan-20,Principal Planner - South (SC),157 Royal Avenue Onchan Isle Of Man IM3 1LG
Permitted,19/01315/B,"Alterations, installation of replacement windows and door to conservatory and replacement of existing conservatory roof with tiles",06-Jan-20,Principal Planner - South (SC),17 Seaview Road Onchan Isle Of Man IM3 4AQ
Refused,19/01316/B,Erection of glazed porch on front of building to replace timber portico.,28-Jan-20,Head of Development Management,Ballakaneen Chapel Andreas Road Andreas Isle Of Man IM7 4EN 
Permitted,19/01317/B,Replacement of existing glazed conservatory roof with tiles,10-Feb-20,Head of Development Management,6 Erin Lane Port Erin Isle Of Man IM9 6FE 
Permitted,19/01318/B,Installation of replacement front door and creation of new windows,24-Jan-20,Principal Planner - South (SC),19 Hutchinson Square Douglas Isle Of Man IM2 4HS
Permitted,19/01319/B,Replacement of existing front door with window,28-Jan-20,Head of Development Management,Milntown Gatehouse Gardeners Lane Ramsey Isle Of Man IM8 2TF
Permitted,19/01320/C,Additional use of one room within property as office (class 2),06-Mar-20,Planning Committee,Tethers End 12 River Walk Braddan Douglas Isle Of Man IM4 4TJ 
Permitted,19/01321/B,Erection of a replacement dwelling (amendment to application 19/00536/B),02-Jan-20,Director 2017+,Plot 1 The Quadrant Phildraw Road Ballasalla Isle Of Man IM9 3EG
Permitted,19/01322/B,Erection of agricultural barn,12-Mar-20,Head of Development Management,Field 434623 Springwaters Ballamodha Straight Ballamodha Ballasalla Isle Of Man IM9 3AZ
Permitted,19/01323/B,Installation of a replacement door (retrospective),28-Jan-20,Principal Planner - South (SC),9 Rosemount Douglas Isle Of Man IM1 3EZ
Refused,19/01324/B,Erection of a detached dwelling,24-Jun-20,Principal Planner - South (SC),Field 314758 Main Road St Johns Isle Of Man  
Permitted,19/01325/B,"Variation of condition 1 of application 15/01332/B for alterations, conversion of garage and erection of a single storey extension, to extend the period of approval for a further 4 years.",28-Jan-20,Principal Planner - South (SC),Tudor Lodge 18 Stanley Terrace Douglas Isle Of Man IM2 4EP
Permitted,19/01326/B,Conversion of building in to 3 self-contained apartments (revisions to approval 16/01100/B),06-Jan-20,Director 2017+,12 Market Street Peel Isle Of Man IM5 1AD
Permitted,19/01327/B,Erection of detached building to provide additional accommodation ancillary to existing property,07-May-20,Planning Committee,Dhoor House Andreas Road Dhoor Ramsey Isle Of Man IM7 4ED 
Permitted,19/01328/C,Change of use of former bank to Children's Soft and Sensory Play Centre,06-Mar-20,Planning Committee,Bank Station Road Ballasalla Isle Of Man IM9 2DD
Permitted,19/01329/C,Change of use from consulting rooms to a residential dwelling,19-Feb-20,Planning Committee,Winchester Court Second Avenue Onchan Isle Of Man IM3 4LT 
Permitted,19/01330/B,Installation of three replacement windows to front elevation,17-Jan-20,Head of Development Management,28 Glenfaba Road Peel Isle Of Man IM5 1BU
Permitted,19/01331/C,Additional use of residential flat as tourist living accommodation,30-Jan-20,Planning Committee,Apartment 7 Piccadilly Court Queens Promenade Douglas Isle Of Man IM2 4NS 
Permitted,19/01332/C,Temporary use of rugby pitch and facilities as a camp site for TT Practice and Race Weeks,18-Feb-20,Planning Committee,Ballafletcher Sports Centre Strang Douglas Isle Of Man IM4 4RA 
Permitted,19/01333/B,Erection of a detached agricultural / industrial storage building,09-Mar-20,Planning Committee,Corlett Sons And Cowley Yard Main Road Union Mills Isle Of Man IM4 4AD 
