Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,20/01352/B,Installation of 2 x additional air conditioning condenser units on the roof top of Villiers House,02-Feb-21,Principal Planner- North (CB),Villiers Building Victoria Street Douglas Isle Of Man IM1 2LN
Permitted,20/01353/B,Alterations and erection of rear extension to dwelling,15-Jan-21,Principal Planner- North (CB),12 Marsden Terrace Ramsey Isle Of Man IM8 3DS
Permitted,20/01355/MCH,Minor changes application to PA 18/00504/B involving alterations to windows and installation of patio doors,16-Feb-21,Principal Planner- North (CB),Field 234268 Douglas Road Kirk Michael Isle Of Man  
Permitted,20/01357/B,Installation of replacement windows and doors,08-Jan-21,Principal Planner- North (CB),5 Rivers Court Glen Road Laxey Isle Of Man IM4 7AG
Refused,20/01358/C,Additional use of accommodation within and above existing detached garage building as tourist accommodation,08-Jan-21,Head of Development Management,Ballacowle Cottage Agneash Laxey Isle Of Man IM4 7NW 
Permitted,20/01359/B,"Conversion of two flats into one dwelling, creation of raised rear decking and creation of an additional parking space",15-Jan-21,Principal Planner- North (CB),19 Falkland Drive Onchan Isle Of Man IM3 1EG 
Permitted,20/01360/B,Roofing works to rear single storey outlet,08-Jan-21,Head of Development Management,9 Dumbells Terrace Laxey Isle Of Man IM4 7NY
Permitted,20/01362/B,Creation of a terrace and replacement of an existing window with patio doors,18-Jan-21,Principal Planner- North (CB),46 Banks Howe Onchan Isle Of Man IM3 2ER
Permitted,20/01363/B,Erection of an extension to existing garage,12-Jan-21,Principal Planner- North (CB),81 Anagh Coar Road Douglas Isle Of Man IM2 2AS
Permitted,20/01364/B,"Alterations, erection of extension to provide ancillary accommodation and alteration to access and parking arrangement",05-Mar-21,Principal Planner- North (CB),Kingston 23 Ballanard Road Douglas Isle Of Man IM2 5HA
Permitted,20/01365/B,Alterations to extend and increase height of existing rear boundary/party wall,01-Feb-21,Principal Planner- North (CB),14 Berkeley Street Douglas Isle Of Man IM2 3QA
Permitted,20/01366/B,Landscaping works to alter field ground levels,21-Jan-21,Principal Planner- North (CB),Field 330290 Gordon Peel Isle Of Man  
Permitted,20/01367/B,"Development of 19 dwellings (class 3.3), retail unit (class 1.1), children's nursery (class 4.2), and associated drainage and highway services",26-Aug-21,Planning Committee,Land North Of 15 Auldyn Walk Ramsey Isle Of Man  
Permitted,20/01368/B,Alterations and erection of a lobby to main entrance elevation and replacement conservatory to side elevation,14-Jan-21,Head of Development Management,Royal Court Arbory Road Castletown Isle Of Man IM9 1RA
Permitted,20/01369/B,Installation of windows and a door (retrospective),26-Jan-21,Principal Planner- North (CB),112 Malew Street Castletown Isle Of Man IM9 1LT
Permitted,20/01370/B,Erection of a dwelling,13-Jan-21,Principal Planner - South (SC) CLOSED,30 Mylchreest Drive Reayrt Mie Ballasalla Isle Of Man IM9 2BB 
Permitted,20/01371/B,Removal of a chimney stack,18-Jan-21,Principal Planner- North (CB),43 Briarfield Avenue Onchan Isle Of Man IM3 3JH
Permitted,20/01372/B,Removal of existing doorway to East elevation and alteration to existing window to North elevation,20-Jan-21,Principal Planner- North (CB),116 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JL 
Permitted,20/01374/C,Additional use of site as retail showroom,27-Jan-21,Head of Development Management,Wool Control Peel Road Douglas Isle Of Man IM1 4LX 
Permitted,20/01375/REM,Reserved matters application to PA 18/00601/A for the erection of a detached dwelling,22-Jan-21,Principal Planner- North (CB),Plot 14 Adjacent Number 12 Clifton Drive Ramsey Isle Of Man  
Permitted,20/01376/B,Alterations and erection of an extension,11-Jan-21,Head of Development Management,Carrigan Head Old Laxey Hill Laxey Isle Of Man IM4 7DA
Permitted,20/01377/B,Erection of an extension to the rear elevation,10-Feb-21,Principal Planner- North (CB),Rose Hill Cottage Richmond Hill Douglas Isle Of Man IM4 1JG
Permitted,20/01378/B,Alterations and erection of extension to front porch and rear elevation,09-Feb-21,Principal Planner - South (SC) CLOSED,Glenaspet Patrick Road St Johns Isle Of Man IM4 3BP
Permitted,20/01379/A,Approval in Principle for the erection of a new dwelling addressing matters of means of access,02-Feb-21,Principal Planner- North (CB),Plot 7 Riverbank Road Ramsey Isle Of Man  
Permitted,20/01380/B,"Alterations to existing site access, erecting a timber boundary fence, new gateposts & relocation of existing gates",12-Mar-21,Principal Planner- North (CB),Shearwater Andreas Road Dhoor Ramsey Isle Of Man IM7 4EB
Permitted,20/01382/B,Erection of a replacement dwelling (in connection with Registered Building application 18/00005/CON),03-Feb-21,Head of Development Management,12 Derby Square Douglas Isle Of Man IM1 3LS
Permitted,20/01383/B,Conversion of former dog kennels to provide tourist living accommodation,28-Jan-21,Principal Planner - South (SC) CLOSED,Kiondhooag East Foxdale Road Foxdale Isle Of Man IM4 3HQ
Permitted,20/01384/A,Approval in Principle for the erection of a new dwelling addressing matters of means of access,02-Feb-21,Principal Planner- North (CB),Plot 9 Riverbank Road Ramsey Isle Of Man  
Permitted,20/01385/B,Construction of reinforced concrete wall with stone cladding for the purpose of providing flood protection,17-Feb-21,Planning Committee,Glen Road Laxey Isle Of Man  
Permitted,20/01386/A,Approval in principle for erection of new dwelling addressing matters of access and landscaping,02-Mar-21,Planning Committee,Land Adjacent To Fasque Andreas Road Ramsey Isle Of Man  
Permitted,20/01387/A,Approval in Principle for the erection of a new dwelling addressing matters of means of access,02-Feb-21,Principal Planner- North (CB),Plot 10 West Of 10 Westlands Close Ramsey Isle Of Man IM8 3PU 
Permitted,20/01388/B,Alterations and erection or extension to replace existing to rear elevation,11-Jan-21,Head of Development Management,8 Greeba Drive Onchan Isle Of Man IM3 1EN
Permitted,20/01389/B,Alteration and erection of extensions,15-Jan-21,Principal Planner- North (CB),2 Riverbank Road Ramsey Isle Of Man IM8 3PP 
Permitted,20/01391/B,Creation of carport with garage door to rear elevations with terraced area above,11-Feb-21,Principal Planner- North (CB),3 Drinkwater Street Douglas Isle Of Man IM1 1AT
Permitted,20/01392/B,Installation of a replacement front door,20-Jan-21,Principal Planner- North (CB),125 Malew Street Castletown Isle Of Man IM9 1LU
Permitted,20/01393/B,Installation of replacement windows to middle floor to front elevation,03-Mar-21,Principal Planner- North (CB),13 Mount Havelock Douglas Isle Of Man IM1 2QG 
Permitted,20/01394/B,Creation of grasscrete roadway and pathway,03-Feb-21,Principal Planner- North (CB),Nobles Park Douglas Isle Of Man IM2 4BD 
Permitted,20/01395/B,Creation of new window,20-Jan-21,Principal Planner- North (CB),32 Croit Ny Glionney Colby Isle Of Man IM9 4PP 
Permitted,20/01396/B,"Erection of a replacement conservatory with roof terrace over and replacement of bedroom window with patio door to provide access to proposed roof terrace, erection of a conservatory to replace existing rear canopy and formation of additional parking",21-Jan-21,Head of Development Management,North Barrule Port Lewaigue Close Port Lewaigue Ramsey Isle Of Man IM7 1AH
Refused,20/01398/B,Conversion of redundant farm buildings into 3 Tourist Accommodation Units.,10-Feb-21,Principal Planner - South (SC) CLOSED,Corlea Farm Corlea Road Ballasalla Isle Of Man IM9 3BA 
Permitted,20/01399/C,Change of use from existing gym into nursery facilities (class 4.2),12-May-21,Planning Committee,Diamond House Demesne Road Douglas Isle Of Man IM1 3DS
Permitted,20/01401/A,Approval in Principle for the erection of a dwelling and addressing matters of access and parking,25-May-21,Planning Committee,Land To Rear Of 6 Summerland Seamount Road Ramsey Isle Of Man IM8 2HT
Permitted,20/01402/B,Erection of proposed single detached garage on land adjacent to Okara,11-Feb-21,Principal Planner- North (CB),Okara Crescent Road Ramsey Isle Of Man IM8 2JR
Refused,20/01404/B,Construction of new dwelling and detached garage,05-Mar-21,Head of Development Management,Land Adjacent To Longmead Ballakillowey Road Colby Isle Of Man  
Permitted,20/01405/B,Installation of a replacement front door,05-Jan-21,Head of Development Management,78A Malew Street Castletown Isle Of Man IM9 1LS
Permitted,20/01406/B,Erection of an extension to existing agricultural shed,16-Feb-21,Planning Committee,Loughan Farm Bretney Road Jurby Isle Of Man IM7 3EZ
Refused,20/01407/B,Erection of detached garage with additional living accommodation above,23-Sep-21,Principal Planner- North (CB),"Plot 21, Crosby Meadows Crosby Isle Of Man IM4 2EE "
Refused,20/01408/A,Approval in principle for the erection of a detached dwelling in rear garden,02-Feb-21,Principal Planner- North (CB),Rosemanly New Castletown Road Douglas Isle Of Man IM2 1HP 
Permitted,20/01409/B,Extension to terrace and creation of storage area,20-Jan-21,Principal Planner- North (CB),Wimple Nook Bradda Road Port Erin Isle Of Man IM9 6QA
Permitted,20/01410/B,Replace existing copper roof covering to a zinc roof with associated finishes,02-Feb-21,Principal Planner - South (SC) CLOSED,Boating Pool Kiosk & Separate Public Toilet Loch Promenade Douglas Isle Of Man IM1 2EZ 
Permitted,20/01411/B,Erection of a single storey extension to rear elevation,11-Jan-21,Head of Development Management,14 Central Drive Onchan Isle Of Man IM3 1EU
Permitted,20/01412/B,Alterations and replacement of existing conservatory with a two storey extension,01-Feb-21,Principal Planner - South (SC) CLOSED,The Millstone Ramsey Road Peel Isle Of Man IM5 2AQ
Permitted,20/01413/B,Erection of single storey supporting buttress structure to rear elevation,22-Jan-21,Principal Planner- North (CB),Flat 1 & 6 Brookfield Court Brookfield Avenue Ramsey Isle Of Man IM8 2AW
Permitted,20/01414/B,"Alterations, erection of extension and replacement of existing fencing with a wall",24-Feb-21,Principal Planner- North (CB),2 Hague Walk Onchan Isle Of Man IM3 1NG
Permitted,20/01415/D,Installation of an entrance signage (retrospective),08-Apr-21,Head of Development Management,Grenaby Studios Grenaby Road Ballabeg Castletown Isle Of Man IM9 4HD 
Refused,20/01416/B,Siting of a shipping container for storage of gardening and agricultural equipment (retrospective),22-Jan-21,Principal Planner- North (CB),Part Of Field 122653 St Judes Road Andreas Isle Of Man IM7 2ER 
Permitted,20/01417/B,Creation of an additional vehicular access,01-Feb-21,Principal Planner- North (CB),Tremissary House & Coachmans Cottage  Strathallan Road Onchan Isle Of Man IM2 4PN
Permitted,20/01418/B,"Refurbishment works including recovering works to existing roof slates, rendering works, replacing of existing timber fascia and soffit boards with uPVC, alterations to windows and lowering of a section of adjoining boundary stone wall",01-Feb-21,Principal Planner- North (CB),Ballamona Farmhouse Nobles Hospital Strang Douglas Isle Of Man IM4 4RJ 
Permitted,20/01419/B,Widening of vehicular access and driveway,11-Feb-21,Principal Planner- North (CB),77 Cronk Drean Douglas Isle Of Man IM2 6AS
Permitted,20/01420/B,Alterations to external wall finishes,05-Feb-21,Principal Planner- North (CB),Jacksons  Eden Business Park Douglas Isle Of Man IM4 2AZ 
Permitted,20/01421/B,Enclosing of Balcony (retrospective),03-Feb-21,Head of Development Management,204 And 205 Kings Court Ramsey Isle Of Man IM8 1LL 
Permitted,20/01422/B,Variation of condition 1 of PA 20/00227/B to erect and retain temporary marquee annually from 1st April to 31st October in any year and variation of condition 2 to allow the marquee to be used for either equestrian or other events held on the site.,02-Mar-21,Planning Committee,Ballacooiley Dollagh Ballaugh Isle Of Man IM7 5AS 
Permitted,20/01423/B,"Alterations including removal of parapet, roof works and addition of cladding to existing conservatory",21-Jan-21,Head of Development Management,Carrera Sir Georges Bridge Abbeylands Isle Of Man IM4 5EH
Permitted,20/01425/GB,Installation of replacement windows to front elevation (in association with 20/001426/CON),11-Jan-21,Principal Planner- North (CB),6 Auckland Terrace Parliament Street Ramsey Isle Of Man IM8 1AF 
Permitted,20/01426/CON,Registered Building consent for the installation of replacement windows to front elevation (in association with 20/001425/GB) Registered Building Nos. 152,11-Jan-21,Principal Planner- North (CB),6 Auckland Terrace Parliament Street Ramsey Isle Of Man IM8 1AF 
Permitted,20/01427/B,Erection of extension to rear elevation,28-Jan-21,Principal Planner - South (SC) CLOSED,Bankfield Bungalow Ballamodha Straight Ballasalla Isle Of Man IM9 3EL 
Permitted,20/01428/B,Erection of an extension to South East elevation,22-Jan-21,Principal Planner- North (CB),41 Lezayre Park Ramsey Isle Of Man IM8 2PT
Permitted,20/01429/B,Installation of replacement windows,11-Jan-21,Head of Development Management,First & Second Floors Sam Webbs & Co St Thomas Walk Douglas Isle Of Man IM1 2HF
Permitted,20/01430/C,Change of use from office space to a hair and beauty salon,02-Mar-21,Planning Committee,80 Bucks Road Douglas Isle Of Man IM1 3AF 
Permitted,20/01431/B,Erection of an extension to replace existing Conservatory to side elevation of dwelling.,27-Jan-21,Head of Development Management,7 Queens Drive West Ramsey Isle Of Man IM8 2JB
Permitted,20/01432/B,Variation of condition 1 to PA 18/01146/A (Approval in principle for the erection of a replacement dwelling) for an extension of time for a further 2 years,12-Mar-21,Principal Planner - South (SC) CLOSED,Claddagh Mill House Sulby Bridge Sulby Isle Of Man IM7 2EZ
