"PA Ref","Proposal","Property Address","Decision","PA Decision Issued","Determining Body","Appeal Lodged","Appeal Determined","Appeal Decision","Year","URL"
"20/01047/B","Erection of an agricultural shed","Field 224318 Glen Road Ballaugh Isle Of Man  ","Refused","09-Nov-20","Principal Planner- North (CB)","24-Nov-20","30-Apr-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01047/B"
"20/01050/B","Erection of building to provide three units of staff accommodation with associated landscaping and parking","Proposed Apartments At Arragon House Arragon Road Arragon Santon Isle Of Man  ","Refused","09-Nov-20","Head of Development Management","30-Nov-20","08-Jul-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01050/B"
"20/01063/B","Proposed Erection of a 3 Bed Dormer Bungalow","Land To The West Of 17 Royal Park Royal Park Ramsey Isle Of Man  ","Permitted","01-Dec-20","Planning Committee","22-Dec-20","20-May-21","Refused at appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01063/B"
"20/01097/B","Erection of a two storey extension with balcony","5 Palm Winds The Vollan Ramsey Isle Of Man IM8 3UG ","Permitted","15-Dec-20","Principal Planner- North (CB)","30-Dec-20","03-Sep-21","Approved at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01097/B"
"20/01102/B","Alterations, installation of a replacement footbridge, resurfacing of car park and relocation of play area","Glen Gardens New Road Laxey Isle Of Man  ","Department Application","07-Jun-21","Department Application","23-Sep-20","07-Jun-21","Department Application Approved","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01102/B"
"20/01129/C","Use of site as car parking to provide 43 spaces (including 2 disabled spaces) for a period of two years","Former Factory And Premise Site South Quay Douglas Isle Of Man IM1 5AX","Refused","02-Dec-20","Planning Committee","22-Dec-20","20-May-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01129/C"
"20/01205/B","Erection of agricultural stables","Field 134487 Sulby Glen Sulby Isle Of Man  ","Refused","11-Dec-20","Head of Development Management","30-Dec-20","02-Jun-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01205/B"
"20/01227/C","Change of use from tourist accommodation to residential accommodation","Apartment 1 And 2 Eskdale Apartments Queens Drive West Ramsey Isle Of Man IM8 2JD","Refused","22-Dec-20","Principal Planner - South (SC) CLOSED","08-Jan-21","14-Jun-21","Approved at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01227/C"
"20/01307/B","Construction of nine new garages and four bike stores","Land At Corner Of Lhon Vane Close And Lhon Dhoo Close Onchan Isle Of Man IM3 3BD ","Permitted","17-Feb-21","Planning Committee","11-Mar-21","03-Sep-21","Approved at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01307/B"
"20/01311/C","Additional use of office/storage as tourist accommodation during the TT and Grand Prix periods","Allandale Farm Ballamanagh Road Sulby Isle Of Man IM7 2HB ","Refused","13-Jan-21","Head of Development Management","28-Jan-21","08-Sep-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01311/C"
"20/01316/B","Conversion of rear extension from residential use (class 3.3) to tourist accommodation (class 3.6)","Elgin Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW","Refused","01-Feb-21","Principal Planner- North (CB)","19-Feb-21","03-Sep-21","Approved at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01316/B"
"20/01326/B","Alterations and erection of extension to provide two apartments","Pinewood Complex Laburnum Road Douglas Isle Of Man IM2 1DE ","Refused","19-Jan-21","Principal Planner- North (CB)","25-Jan-21","03-Sep-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01326/B"
"20/01328/B","Conversion of redundant workshop to provide tourist living accommodation (class 3.6)","Gateways Lezayre Road Glen Tramman Ramsey Isle Of Man IM7 2AW","Refused","12-Jan-21","Principal Planner- North (CB)","01-Feb-21","03-Sep-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01328/B"
"20/01386/A","Approval in principle for erection of new dwelling addressing matters of access and landscaping","Land Adjacent To Fasque Andreas Road Ramsey Isle Of Man  ","Permitted","02-Mar-21","Planning Committee","15-Mar-21","06-Sep-21","Approved at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01386/A"
"20/01404/B","Construction of new dwelling and detached garage","Land Adjacent To Longmead Ballakillowey Road Colby Isle Of Man  ","Refused","05-Mar-21","Head of Development Management","25-Mar-21","10-Sep-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01404/B"
"20/01434/REM","Reserved Matters application in association with PA 20/00894/A for erection of dwelling and extension of residential curtilage","Land North West Of Ballaragh Old Farmhouse Ballaragh Laxey Isle Of Man  ","Refused","01-Apr-21","Planning Committee","13-Apr-21","01-Oct-21","Approved at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01434/REM"
"20/01511/B","Erection of four detached dwellings","Land North Of Cherry Tree Drive Cherry Tree Drive Crosby Isle Of Man IM4 2EE ","Refused","25-Feb-21","Head of Development Management","10-Mar-21","08-Sep-21","Approved at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01511/B"
"20/01542/B","Replacement of existing shopfront and installation of sliding doors","35 North Quay Douglas Isle Of Man IM1 4LB","Refused","12-Mar-21","Principal Planner - South (SC) CLOSED","25-Mar-21","03-Sep-21","Approved at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=20/01542/B"
"21/00013/B","Alterations to existing roof dormer removal of chimney stack and re-roofing works","77 Derby Road Douglas Isle Of Man IM2 3EA ","Refused","06-Apr-21","Principal Planner - South (SC) CLOSED","08-Apr-21","08-Sep-21","Approved at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00013/B"
"21/00026/B","Construction of Steel Truss Pedestrian Bridges","St Johns To Kirk Michael Heritage Trail Glen Wyllin Bridge, Glen Mooar Bridge, And A1 Peel Road Bridge  Isle Of Man","Department Application","24-Aug-21","Department Application","18-Jan-21","19-Aug-21","Approved by Council of Ministers","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00026/B"
"21/00078/A","Approval in principle for the erection of a dwelling to determine siting and access","Field 210313  Land Adjacent To Ballakeenan Beg Jurby West Crossroads Jurby West Isle Of Man  ","Refused","23-Mar-21","Head of Development Management","09-Apr-21","08-Sep-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00078/A"
"21/00125/B","Erection of a detached dwelling with integral garage with associated parking and access","Plot 1 Port E Chee Lheaney Road Ramsey Isle Of Man IM8 2JF","Refused","24-Mar-21","Principal Planner- North (CB)","14-Apr-21","08-Sep-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00125/B"
"21/00126/B","Erection of a detached dwelling with integral garage with associated parking and access","Plot 2 Port E Chee Lheaney Road Ramsey Isle Of Man IM8 2JF","Refused","24-Mar-21","Principal Planner- North (CB)","14-Apr-21","08-Sep-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00126/B"
"21/00127/B","Erection of a detached dwelling with integral garage with associated parking and access","Plot 3 Port E Chee Lheaney Road Ramsey Isle Of Man IM8 2JF","Refused","24-Mar-21","Principal Planner- North (CB)","14-Apr-21","08-Sep-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00127/B"
"21/00133/B","Erection of two semi-detached dwellings and creation of new vehicle entrance","Land To Rear Of Glenlea Highfield Drive Baldrine Isle Of Man IM4 6ED ","Refused","29-Apr-21","Planning Committee","19-May-21","10-Sep-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00133/B"
"21/00147/B","Increase the height of a section of existing fencing","2 St Marys Glebe Port St. Mary Isle Of Man IM9 5PF","Refused","25-Mar-21","Head of Development Management","08-Apr-21","03-Sep-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00147/B"
"21/00373/C","Additional of use of part of residence as a hairdressing salon","Heatherlea Bay View Road Port Erin Isle Of Man IM9 6NA","Refused","28-Jul-21","Planning Committee","09-Aug-21","02-Dec-21","Appeal Allowed, Awaiting Fee Payment","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00373/C"
"21/00409/B","Erection of an open sided car port","California Cottage Glen Road Colby Isle Of Man IM9 4NU ","Permitted","30-Jun-21","Principal Planner - South (JS)","14-Jul-21","20-Aug-21","Appeal Withdrawn","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00409/B"
"21/00463/B","Removal of the front chimney stack.","Norwood May Hill Ramsey Isle Of Man IM8 2HJ","Refused","01-Jul-21","Head of Development Management","30-Jun-21","03-Dec-21","Refused at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00463/B"
"21/00628/B","Erection of wooden assault course equipment","Claughbane Plantation  Mountain Road Ramsey Isle Of Man","Permitted","21-Sep-21","Department Application","07-Jul-21","21-Sep-21","Approved by Council of Ministers","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00628/B"
"21/00646/B","Erection of a building to provide ground floor retail use and first and second floor residential use","Market Hill Plot College Street Ramsey Isle Of Man  ","Refused","11-Aug-21","Head of Development Management","13-Aug-21","13-Dec-21","Appeal Allowed, Awaiting Fee Payment","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00646/B"
"21/00680/B","Erection of a detached storage building","Louisa House East Foxdale Road Foxdale Isle Of Man  ","Refused","02-Aug-21","Principal Planner - South (JS)","23-Aug-21","01-Dec-21","Approved at Appeal","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00680/B"
"21/00739/B","Installation of a replacement garage door","Longlast Quarterbridge Road Douglas Isle Of Man IM2 3RG","Refused","08-Sep-21","Principal Planner- North (CB)","27-Sep-21","01-Dec-21","Appeal Allowed, Awaiting Fee Payment","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00739/B"
"21/00792/C","Change of use of existing offices to tea rooms and change of use of office and storage shed to a farm shop","Knockaloe Farm Patrick Village Isle Of Man IM5 3AJ ","Department Application","22-Nov-21","Department Application","26-Jul-21","18-Nov-21","Department Application Approved","2021","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=21/00792/C"
