"Hash","SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish","Market_Value","Consideration","Acquisition_Date","CompletionDate","Issue"
"d875423105766aa8b7adbb6c4f7a4a1b","","","Builder's Yard And Workshop","Loch Villas","Gibson Street/Marsden Terrace","Ramsey","IM8 3DR","Lezayre","325,000.00","325,000.00","26/06/2008","13/09/2008","Gibson Street/Marsden Terrace is an invalid locality name"
"95e89bfd8bbf009816b6285247491c61",""," 2","","Loch Villas","Gibson Street, Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","163,000.00","163,000.00","21/11/2008","02/03/2009","Gibson Street, Off Shipyard Road is an invalid locality name"
"94af011c9f3568b64b53f6688fed4774",""," 2","","Loch Villas","Gibson Street, Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","155,000.00","155,000.00","20/03/2015","20/04/2015","Gibson Street, Off Shipyard Road is an invalid locality name"
"f2b223be7cad14a401b940e54ce15466",""," 2","","Loch Villas","Gibson Street, Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","158,000.00","158,000.00","29/11/2018","09/01/2019","Gibson Street, Off Shipyard Road is an invalid locality name"
"dd65095a28c521b7866b0038b1eda2be",""," 3","","Loch Villas","Gibson Street","Ramsey","IM8 3DR","Lezayre","149,546.00","149,546.00","22/12/2008","13/03/2009","Gibson Street is an invalid locality name"
"f8293cf5b71246ddc817e55136b1ada0",""," 3","","Loch Villas","Gibson Street","Ramsey","IM8 3DR","Lezayre","150,000.00","0.00","30/06/2020","04/08/2020","Gibson Street is an invalid locality name"
"099735bdca76177d215ec185f0bed02b","","","A Plot Of Land","Adjoining Alma Cottage","St Judes Road","Sulby","IM7 2ES","Lezayre","2,000.00","2,000.00","31/12/2008","15/04/2009","St Judes Road is an invalid locality name"
"c87b3696587a03c5a11ed4f29e259f2b","","","A Plot Of Land","Adjoining Alma Cottage","St Judes Road","Sulby","IM7 2ES","Lezayre","2,000.00","2,000.00","01/06/2009","16/12/2009","St Judes Road is an invalid locality name"
"989bc806c8ca8e214407be10f8b2c0aa","","","A Plot Of Land","Adjoining Alma Cottage","St Judes Road","Sulby","IM7 2ES","Lezayre","5,000.00","5,000.00","18/03/2016","15/06/2016","St Judes Road is an invalid locality name"
"36ff0d269cb67e0254050f0f7a11afbd","","","Plot Of Land Within The","Bridge Inn Car Park","Bowring Road","Ramsey","IM8 3EW","Lezayre","1,000.00","0.25","06/02/2009","26/05/2009","Bowring Road is an invalid locality name"
"d68ea240f09596fbff2a0d585fd50d42",""," 3","Craigroy","Westhill","Jurby Road","Ramsey","IM8 3TD","Lezayre","607,500.00","607,500.00","11/01/2010","30/03/2011","Jurby Road is an invalid locality name"
"ccd85d8ba5a53e0ea57a608c2f0c7b96","","","Bolvia Beg","The Dhoor","Andreas Road","Lezayre","IM7 4ED","Lezayre","650,000.00","650,000.00","31/03/2010","16/08/2010","Andreas Road is an invalid locality name"
"eccc1504ee09300f5fce3d3def033f3c",""," 18","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","99,000.00","99,000.00","25/06/2010","01/10/2010","Lezayre Road is an invalid locality name"
"39c14457e6bf3a32af5bb1703d6be841",""," 18","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","280,000.00","280,000.00","02/04/2014","23/06/2014","Lezayre Road is an invalid locality name"
"5e57d98d57c0862c45e6e6c1e14313ed",""," 4","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","215,000.00","215,000.00","20/08/2010","21/02/2011","Lezayre Road is an invalid locality name"
"9e16558bdfa60e908f8fa9e051777dbf",""," 4","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","190,000.00","190,000.00","19/04/2013","01/07/2013","Lezayre Road is an invalid locality name"
"fa4d3d63cc7a59399e4c415045ec3211",""," 4","","Belmont Terrace","Jurby Road","Ramsey","IM8 3PG","Lezayre","300,000.00","0.25","25/03/2003","07/12/2011","Jurby Road is an invalid locality name"
"b83fadd2c197b4961dff73d0ceec99d5",""," 4","","Belmont Terrace","Jurby Road","Ramsey","IM8 3PG","Lezayre","260,000.00","260,000.00","10/01/2019","23/02/2019","Jurby Road is an invalid locality name"
"fbcb7ca81f7b64cce801572752e7e08b",""," 4","","Belmont Terrace","Jurby Road","Ramsey","IM8 3PG","Lezayre","295,000.00","5,000.00","12/01/2024","02/02/2024","Jurby Road is an invalid locality name"
"e3516c0ea553e472bb6e20b1ef1c6498","","","Bungalow","Baldromma","Jurby Road","Lezayre","IM7 2EB","Lezayre","130,000.00","130,000.00","19/07/2011","15/12/2011","Jurby Road is an invalid locality name"
"5e8c4b4f775a199b194022d5fae7ab79","","","Bungalow","Baldromma","Jurby Road","Lezayre","IM7 2EB","Lezayre","275,000.00","275,000.00","17/11/2021","17/01/2022","Jurby Road is an invalid locality name"
"4cce4b82f3238d3ac1274c044d9f632c",""," 3","","Belmont Terrace","Jurby Road","Ramsey","IM8 3PG","Lezayre","260,000.00","260,000.00","11/05/2012","19/10/2012","Jurby Road is an invalid locality name"
"434ad4c717ac3180f3eb429a11ae071d","","","","Garages","Premier Road","Ramsey","IM8 3AS","Lezayre","8,500.00","8,500.00","10/08/2012","06/11/2012","Premier Road is an invalid locality name"
"6e29ea240aeb66e8b340c2030e75aa77","","","","Garages","Premier Road","Ramsey","IM8 3AS","Lezayre","14,750.00","14,750.00","04/07/2017","18/09/2017","Premier Road is an invalid locality name"
"1f466e05d2f082466a76cbda55966106","","","Thalloo Aust","Aust Lane","Andreas Road","Lezayre","IM7 4EG","Lezayre","571,700.00","571,700.00","26/10/2012","11/01/2013","Andreas Road is an invalid locality name"
"bc71689d6e233b4a6696e8748973612f",""," 2","","Apple Tree Grove","Jurby Road","Ramsey","IM8 3PG","Lezayre","254,000.00","254,000.00","10/05/2013","31/12/2014","Jurby Road is an invalid locality name"
"89eff07d6a186d29c7c35702da4e60a8",""," 2","","Apple Tree Grove","Jurby Road","Ramsey","IM8 3PG","Lezayre","320,000.00","320,000.00","30/09/2021","04/05/2022","Jurby Road is an invalid locality name"
"0ce6f6f5e9dff709b27dc8cabee6c364",""," 3","","Apple Tree Grove","Jurby Road","Ramsey","IM8 3PG","Lezayre","260,000.00","260,000.00","14/06/2013","31/12/2014","Jurby Road is an invalid locality name"
"9b0b90383de6947feddce738c127221c","","","Parcel Of Land","Part Of Allandale","Ballamanagh Road","Sulby","","Lezayre","5,500.00","5,500.00","10/09/2012","06/03/2014","Ballamanagh Road is an invalid locality name"
"a355766a1a77e711934b50894794e144","7","","Loch Villas","Gibson Street","Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","140,000.00","140,000.00","06/09/2013","18/02/2014","Off Shipyard Road is an invalid locality name"
"4905919d22f3157bae82be1b02b4e696","","","7 Loch Villas","Gibson Street","Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","160,000.00","160,000.00","25/01/2019","17/04/2019","Off Shipyard Road is an invalid locality name"
"d3eb0733bc35d29f0cb3285848061918","","","A Lane","Gibson Street","Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","","0.00","06/09/2013","18/02/2014","Off Shipyard Road is an invalid locality name"
"fd5a40777c354df6bab310864460ce33","a Lane","","Loch Villas","Gibson Street","Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","","0.00","25/01/2019","10/04/2019","Off Shipyard Road is an invalid locality name"
"a60ca1bfce8204b4c2f0a721814ae65c","","","","Land Adjoining","North Shore Road And Shipyard Road","Ramsey","IM8 3AN","Lezayre","625,000.00","625,000.00","29/11/2013","17/03/2014","North Shore Road And Shipyard Road is an invalid locality name"
"ba9bcd7fe672b363bf047cc56a9b38ae","","","Parcel Of Land","Adjoining Lower Milntown Farm","Lezayre Road","Ramsey","IM8 2TH","Lezayre","2,000.00","2,000.00","29/05/2014","09/09/2014","Lezayre Road is an invalid locality name"
"e885387eee38fb9b808d9fd89e2d5052","","","Parcel Of Land","Adjoining Lower Milntown Farm","Lezayre Road","Ramsey","IM8 2TH","Lezayre","2,000.00","2,000.00","02/06/2020","24/07/2020","Lezayre Road is an invalid locality name"
"9071a3e5c22c7f3fe418da7cd484e33b","","","Parcel Of Land","Adjoining Lower Milntown Farm","Lezayre Road","Ramsey","IM8 2TH","Lezayre","2,000.00","2,000.00","11/11/2021","04/02/2022","Lezayre Road is an invalid locality name"
"80a15d7ac5d2a19a3a244aeb4dd7111e","","","The Knoll","Cronk Ruagh","Jurby Road","Ramsey","IM7 2ED","Lezayre","820,000.00","820,000.00","27/06/2014","21/10/2014","Jurby Road is an invalid locality name"
"8bf49075873561b22bc31ef5e479f106","","","The Knoll","Cronk Ruagh","Jurby Road","Ramsey","IM7 2ED","Lezayre","875,000.00","875,000.00","06/10/2022","02/03/2023","Jurby Road is an invalid locality name"
"05e55d7c96f39fdc89dc22bbd3902153",""," 1","","Romney Wynd","Off Clifton Drive","Ramsey","IM8 3JN","Lezayre","345,000.00","345,000.00","13/06/2014","18/11/2014","Off Clifton Drive is an invalid locality name"
"74f3a03ea581e5528d3f6e72b1b6ba16","","","Film Studio","Baldromma","Jurby Road","Lezayre","IM7 2EB","Lezayre","1,328,000.00","1,328,000.00","15/10/2014","23/09/2015","Jurby Road is an invalid locality name"
"176dac088ea8d0f5b788bb7ce94be5fb",""," 12","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","122,500.00","122,500.00","19/09/2014","19/12/2014","Lezayre Road is an invalid locality name"
"67c4bd5f2465ee5e2150b430a7f6eddc",""," 2","Abbeystead","Auburn Place","Lezayre Road","Ramsey","IM8 2LP","Lezayre","250,000.00","250,000.00","03/11/2014","03/02/2015","Lezayre Road is an invalid locality name"
"65c8426ad7ef6b7243f9c5ee8d2f6feb",""," 5","","Apple Tree Grove","Jurby Road","Ramsey","IM8 3PZ","Lezayre","260,000.00","260,000.00","14/11/2014","09/03/2015","Jurby Road is an invalid locality name"
"e0558997a3ea519ecc57bf0de6b0cd86",""," 2","","Hanley Terrace","Bowring Road","Ramsey","","Lezayre","100,000.00","100,000.00","12/12/2014","17/03/2015","Bowring Road is an invalid locality name"
"f76b80c614264df6e00ff664d3b9c52f","","","","Poyll Dooey Road","Leyayre Road","Ramsey","","Lezayre","0.25","0.25","13/10/2006","11/02/2015","Leyayre Road is an invalid locality name"
"0c4215903601e4aa785f7af1b6608462",""," 15","","Westlands Close","Jurby Road","Ramsey","IM8 1LX","Lezayre","230,000.00","230,000.00","20/11/2014","26/03/2015","Jurby Road is an invalid locality name"
"cdab9029c47cb4dee594bb45ce8d7403",""," 15","","Westlands Close","Jurby Road","Ramsey","IM8 3PU","Lezayre","245,000.00","25,000.00","30/11/2018","28/01/2019","Jurby Road is an invalid locality name"
"6ea9373081d3f909c1185eabbd3ad81d",""," 27","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","218,550.00","218,550.00","05/11/2015","13/12/2016","North Shore Road is an invalid locality name"
"ca6436718ce6a1775826280be137efb7",""," 28","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DN","Lezayre","212,970.00","212,970.00","05/11/2015","13/12/2016","North Shore Road is an invalid locality name"
"6b392310b78762444441098c1a492bc3",""," 28","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","215,000.00","215,000.00","30/08/2017","05/09/2017","North Shore Road is an invalid locality name"
"d69032fbe18d888299990b048abe83b0",""," 29","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","212,970.00","212,970.00","05/11/2015","14/12/2016","North Shore Road is an invalid locality name"
"e9b106a019636087eb5f37b8cf6d824a",""," 29","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","219,000.00","219,000.00","12/04/2017","06/07/2017","North Shore Road is an invalid locality name"
"b0ca2ad655a83b0692f974a6e62d3e46",""," 30","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","218,550.00","218,550.00","05/11/2015","14/12/2016","North Shore Road is an invalid locality name"
"978542922b304dc686898d6332e89375",""," 30","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","246,000.00","246,000.00","23/02/2017","02/03/2017","North Shore Road is an invalid locality name"
"ad8d871b7cc3a53d280ed8ce19854a0a",""," 1","","Eastfield Gardens","Bride Road","Ramsey","IM8 3UL","Lezayre","115,000.00","0.00","29/02/2020","19/06/2020","Bride Road is an invalid locality name"
"bdb202765fea0c558aea3bdad86673f2",""," 1","","Eastfield Gardens","Bride Road","Ramsey","IM8 3UL","Lezayre","505,000.00","505,000.00","12/09/2022","11/11/2022","Bride Road is an invalid locality name"
"755bdae9db84bb378b80b1937965791c",""," 24","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","175,000.00","175,000.00","18/12/2015","25/10/2016","North Shore Road is an invalid locality name"
"afd724753ffca67e695c108179e957f8","","","The Old Snooker Hall","Off Hanley Terrace","Off North Shore Road","Ramsey","IM8 3DQ","Lezayre","50,000.00","50,000.00","26/02/2016","19/07/2016","Off North Shore Road is an invalid locality name"
"1c649dd57f7a9c9732f6a900f64d85fa","","","The Old Snooker Hall","Off Hanley Terrace","Off North Shore Road","Ramsey","IM8 3DQ","Lezayre","50,000.00","50,000.00","28/02/2016","19/07/2016","Off North Shore Road is an invalid locality name"
"8ad51109c8eaf8dd9c82ba68605394f2",""," 16","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","227,500.00","227,500.00","08/07/2016","12/12/2016","North Shore Road is an invalid locality name"
"2d4a62785546dac1fcbcec8dc4d8fc28",""," 26","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","235,000.00","235,000.00","29/07/2016","12/12/2016","North Shore Road is an invalid locality name"
"868a828be0139256367f608fa45a1d3c","","","","Land","Clenagh Road","Sulby","IM7 3AD","Lezayre","36,000.00","36,000.00","14/11/2016","23/11/2016","Clenagh Road is an invalid locality name"
"12c7ec233506994953d0250fb61fa163",""," 14","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","219,000.00","219,000.00","14/09/2016","12/12/2016","North Shore Road is an invalid locality name"
"6f7a503c29def802e8517d5cae0fcedc",""," 14","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","242,500.00","242,500.00","02/09/2019","19/10/2019","North Shore Road is an invalid locality name"
"d82f440e841131bdf34ada5a85c7e370",""," 23","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","229,000.00","229,000.00","09/06/2016","12/12/2016","North Shore Road is an invalid locality name"
"81549e83fd902e99d55671a2b187bc6c",""," 23","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","300,000.00","300,000.00","28/07/2023","16/08/2023","North Shore Road is an invalid locality name"
"ccf0d2a5a8710915d689d84cb8ec4ea2",""," 12","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","226,500.00","226,500.00","12/10/2016","12/12/2016","North Shore Road is an invalid locality name"
"89f454c3360762f7ba5dae07e0941c14",""," 12","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","233,000.00","233,000.00","24/04/2019","12/07/2019","North Shore Road is an invalid locality name"
"5f171e9c32f8d6b821c98b57af44e417","","","Eaton House","Hespera Terrace","Lezayre Road","Ramsey","IM8 2LU","Lezayre","213,000.00","213,000.00","08/11/2016","10/04/2017","Lezayre Road is an invalid locality name"
"804a42539afbd93b4484e74bcd6ce3e1",""," 15","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","219,000.00","219,000.00","30/09/2016","09/03/2017","North Shore Road is an invalid locality name"
"7f5ff7f354db429b77448f1f18667ccf",""," 15","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","239,000.00","239,000.00","20/11/2020","26/03/2021","North Shore Road is an invalid locality name"
"c39b3bed2bccd257910a9b654debcd46",""," 27","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","235,000.00","235,000.00","09/12/2016","25/05/2017","North Shore Road is an invalid locality name"
"b12c97cb16d937a3b086902c776bfd2d",""," 25","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","175,000.00","175,000.00","09/12/2016","08/03/2017","North Shore Road is an invalid locality name"
"bbb8c8a74fb4e29b37f19a0eba843201",""," 25","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","192,000.00","192,000.00","28/04/2017","27/07/2017","North Shore Road is an invalid locality name"
"98ecb0869ef4720857ac0fedb22f86b7",""," 25","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","237,500.00","237,500.00","13/12/2019","31/01/2020","North Shore Road is an invalid locality name"
"a9031dea10a852d4724d0913bc27f203","","","Parcel Of Land","Clifton Park","Clifton Drive","Ramsey","","Lezayre","380,998.00","380,998.00","28/06/2016","30/08/2017","Clifton Drive is an invalid locality name"
"ed5f1b97714219820799201bb6583509",""," 13","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","220,000.00","220,000.00","11/08/2016","22/08/2017","North Shore Road is an invalid locality name"
"72e318fc0b15ad85c42c80242f900bb8",""," 7","","The Terrace","Off Bowring Road","Ramsey","IM8 2LJ","Lezayre","150,000.00","150,000.00","31/03/2017","07/08/2017","Off Bowring Road is an invalid locality name"
"2f91a2672d4980f77e4358a2224d2b14",""," 11","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","235,000.00","235,000.00","01/06/2016","25/01/2018","North Shore Road is an invalid locality name"
"55b9df66daa2fb37cad80cd187f7fa08",""," 3","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","322,500.00","322,500.00","26/05/2017","23/08/2017","North Shore Road is an invalid locality name"
"4abd89c857fe4605baf74c1b73344b98",""," 3","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","400,000.00","400,000.00","21/10/2021","04/11/2021","North Shore Road is an invalid locality name"
"80c233a8833db31a719e224894c3dd60",""," 9","Harbour View","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","340,000.00","340,000.00","30/05/2017","26/01/2018","North Shore Road is an invalid locality name"
"c57ab23942ccb1c9a1395e06c1b786bd",""," 9","Harbour View","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","390,000.00","390,000.00","14/06/2019","16/10/2019","North Shore Road is an invalid locality name"
"41aa3c3c2835cd618394ce68af522f36",""," 9","Harbour View","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","390,000.00","390,000.00","14/08/2019","16/10/2019","North Shore Road is an invalid locality name"
"a4ebf7899b25e6bbde3a1d02dca1be81",""," 9","Harbour View","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","397,000.00","397,000.00","26/10/2020","03/06/2021","North Shore Road is an invalid locality name"
"b4ea84929094f6a63a8b841ff0af4568",""," 2","","Hampton House","Coburg Road","Ramsey","IM8 3EJ","Lezayre","242,500.00","242,500.00","26/05/2017","20/02/2018","Coburg Road is an invalid locality name"
"8c8e2aecd85012d77c300cc894ada407",""," 7","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","329,000.00","329,000.00","29/06/2017","25/01/2018","North Shore Road is an invalid locality name"
