Planning  Applications Determined between 1/1/17 - 31/12/17,,,,,
Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,17/00515/B,"Replacement of existing bay window with white upvc casement, new pitched roof over bay and construction of extension to porch",20-Jun-17,Senior Planning Officer - South (SC),1 Governors Road Onchan Isle Of Man IM3 1AX
Permitted,17/00624/B,Demolition of existing flats and erection of a pair of semi-detached dwellings with integral garages,21-Jul-17,Senior Planning Officer - South (SC),145 & 147 Royal Avenue Onchan Isle Of Man IM3 1LG 
Permitted,17/00655/B,Construction of a ramp and handrail to side of school entrance,27-Jul-17,Head of Development Management,Kewaigue School Kewaigue Douglas Isle Of Man IM2 1QH 
Permitted,17/00712/B,Single storey rear extension and extension at first floor level over garage and kitchen,17-Aug-17,Senior Planning Officer - North (CB),32 Ashlar Drive Union Mills Isle Of Man IM4 4LL
Permitted,17/00735/C,Change of use of former sorting office to a commercial gym,14-Aug-17,Senior Planning Officer - South (SC),Unit 9 Gladstone Park Industrial Estate Ramsey Isle Of Man IM8 2LA 
Permitted,17/00739/C,"Change of use of site for the processing and storage of firewood, storage of related equipment, all in connection with landscaping and tree care company (retrospective)",13-Sep-17,Director 2017+,Close Lake Jurby Road Andreas Isle Of Man IM7 2EJ 
Permitted,17/00761/B,Two storey extension to rear of property,24-Aug-17,Director 2017+,Gys Yn Jiars Main Road Colby Isle Of Man IM9 4NS 
Permitted,17/00786/B,Creation of new off road parking area in portion of existing front garden,22-Sep-17,Senior Planning Officer - South (SC),10 Julian Road Douglas Isle Of Man IM2 6EP
Permitted,17/00817/B,Alterations and erection of extension,06-Oct-17,Head of Development Management,1 Daisy Bank Cronk Road Port St. Mary Isle Of Man IM9 5AS
Permitted,17/00818/B,"Alterations, erection of extension and installation of decking and a first floor balcony",23-Nov-17,Head of Development Management,Upper Ballanea Ballaleigh Road Kirk Michael Isle Of Man IM6 1HH
Permitted,17/00819/B,Alterations to existing entrance lobby doors and installation of entrance canopies,22-Sep-17,Senior Planning Officer - South (SC),Hospice Isle Of Man Strang Douglas Isle Of Man IM4 4RP 
Permitted,17/00820/B,Creation of parking to rear yard and additional use of ground floor shop (Class 1) as living accommodation,14-Sep-17,Senior Planning Officer - South (SC),5 Brunswick Road Douglas Isle Of Man IM2 3LH
Permitted,17/00830/B,Installation of a flue and intake duct,17-Oct-17,Senior Planning Officer - North (CB),Unit 10 New Units Balthane Industrial Estate Balthane Ballasalla Isle Of Man IM9 2AX 
Permitted,17/00868/B,Two storey extension to rear and side of dwelling and creation of patio to rear,17-Oct-17,Planning Committee,Hazeldene 2 Ballaquinnea Cottages Braaid Road Glen Vine Isle Of Man IM4 2AS
Permitted,17/00899/B,Relocation of a shipping container for onsite storage,24-Nov-17,Head of Development Management,Land Adj To Bowling Green Nobles Park Douglas Isle Of Man  
Permitted,16/01201/D,Installation of illuminated and non-illuminated signage.,10-Jan-17,Senior Planning Officer - South (SC),29 - 31 Main Road Onchan Isle Of Man IM3 1AP
Permitted,16/01282/B, Variation of condition 1 of PA 12/1391/B Repositioning of existing vehicular access and creation of new driveway; to extend period of permission for a further 4 years,08-May-17,Senior Planning Officer - North (CB),Brickfield Poortown Road Peel Isle Of Man IM5 1QG
Permitted,16/01285/CON,Registered building consent for the rerouting of existing restaurant kitchen ventilation duct RB 186 (in connection with PA 16/01286/GB),13-Jul-17,Senior Planning Officer - South (SC),The Barbary Coast Douglas Chambers North Quay Douglas Isle Of Man IM1 4LA 
Permitted,16/01336/B,Replacement of existing conservatory roof with tiled roof,23-Jan-17,Senior Planning Officer - South (SC),Iona Pinfold Hill Laxey Isle Of Man IM4 7HN
Permitted,16/01399/B,Installation of a dormer window,26-Jan-17,Senior Planning Officer - South (SC),2 Kermode Close Crosby Isle Of Man IM4 4BS
Permitted,16/01400/B,Alterations and erection of extension to dwelling,08-May-17,Planning Committee,Reayrt Ny Marrey Ballakaighen Ballabooie Road Peel Isle Of Man IM5 2AH 
Refused,16/01401/B,Erection of a detached dwelling with associated driveway and access and erection of stables,22-Aug-17,Planning Committee,Land Adjacent To Cass A Lergy Douglas Road Kirk Michael Isle Of Man   
Permitted,17/00910/B,"Variation of condition 2 of PA 15/00636/A for the approval in principle for the erection of a dwelling, to extend the period of approval for a further 2 years",19-Oct-17,Planning Committee,Former Howstrake Holiday Camp King Edward Road Onchan Isle Of Man IM3 2JP
Permitted,17/00932/B,"Alterations, driveway works, installation of replacement windows, roof lights and erection of fencing",15-Nov-17,Head of Development Management,Glenwood Glen Road Laxey Isle Of Man IM4 7AH
Permitted,17/00973/B,First floor extension over existing garage to provide hobby/store room,29-Nov-17,Senior Planning Officer - South (SC),Ballagarrow House Glen Auldyn Ramsey Isle Of Man IM7 2AF 
Permitted,17/00997/B,"Alterations to dwelling including replacement windows and doors, installation of self-coloured render system, creation of balcony and erection balustrading to terrace and balcony areas (amendments to PA 15/01228/B)",31-Oct-17,Head of Development Management,Silverdale Lodge Silverdale Road Ballasalla Isle Of Man IM9 3DT
Permitted,17/00998/B,Alterations and erection of extension to replace existing conservatories,27-Oct-17,Head of Development Management,85 King Edward Road Onchan Isle Of Man IM3 2AS
Permitted,17/01026/B,Replacement of existing annex polycarbonate roof with tiled roof,06-Nov-17,Head of Development Management,46 Campion Way Douglas Isle Of Man IM2 7DU
Permitted,17/01031/GB,"Variation of condition 1 of PA13/91226/B for the demolition of existing buildings and construction of four duplex apartments each with double garages, to extend the period of approval for a further four years (in connection with registered building applic",06-Nov-17,Head of Development Management,Vine Villa 8 Derby Square Douglas Isle Of Man IM1 3LS 
Permitted,16/01286/GB,Rerouting of existing restaurant kitchen ventilation duct RB 186 (in connection with PA 16/01285/CON),13-Jul-17,Senior Planning Officer - South (SC),The Barbary Coast Douglas Chambers North Quay Douglas Isle Of Man IM1 4LA 
Permitted,16/01390/B,Installation of a replacement window and garage door to front elevation,13-Feb-17,Senior Planning Officer - North (CB),Thie Foillan Shore Road Underway Port St. Mary Isle Of Man IM9 5DX
Permitted,16/01391/B,Alterations to existing sun room,24-Jan-17,Senior Planning Officer - North (CB),Ambridge House 27 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ 
Permitted,17/00498/B,Installation of bi-folding doors and amended external decking,18-Jul-17,Senior Planning Officer - South (SC),Keayn Reayrt Croit E Quill Road Laxey Isle Of Man IM4 7JD
Permitted,16/01359/B,Two storey extension to side of property including new vehicular access,23-Jan-17,Senior Planning Officer - South (SC),1 Buttermere Drive Onchan Isle Of Man IM3 2ED
Permitted,16/01385/B,Conversion of existing conservatory into a sun room,24-Jan-17,Senior Planning Officer - South (SC),14 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EH
Permitted,16/01386/C,Change of use from light industrial to a gym,07-Mar-17,Planning Committee,Unit 2 The Shipyard Shipyard Road Ramsey Isle Of Man IM8 3DT 
Permitted,16/01387/B,"Partial demolition of lean to extension, increase level and replacement of existing roof and creation of double doors",15-Feb-17,Senior Planning Officer - South (SC),Island Seafare The Quay Port St. Mary Isle Of Man IM9 5EA 
Permitted,16/01388/D,Erection of signage,26-Jan-17,Senior Planning Officer - South (SC),Clinch's Bank Hill Douglas Isle Of Man IM1 4LJ
Permitted,16/01413/REM,Reserved matters application for the erection of a dwelling on plot 1,25-Apr-17,Planning Committee,Plot 1 Land Adj To Brookfield Court Claughbane Drive Ramsey Isle Of Man  
Permitted,17/00654/B,Replacement of existing sun lounge with new single storey extension to rear of dwelling,28-Jul-17,Head of Development Management,Maple Dene 12 Devonshire Crescent Douglas Isle Of Man IM2 3RD
Permitted,17/00704/B,Replacement of existing raised timber decking with raised masonry decking with glazed balustrade,06-Sep-17,Director 2017+,46 Howe Road Onchan Isle Of Man IM3 2AZ
Permitted,17/00705/B,Alterations and erection of extension,30-Aug-17,Senior Planning Officer - Enf (AM),The Cronk Smeale Road Andreas Isle Of Man IM7 4JA
Permitted,17/00706/B,Installation of replacement roof slates,30-Aug-17,Director 2017+,24 Albany Road Douglas Isle Of Man IM2 3NG
Certificate of Lawfulness AGREED,17/00821/LAW,Application to make lawful the installation of replacement front windows,07-Sep-17,Senior Planning Officer - North (CB),Flat 2   17 Hutchinson Square Douglas Isle Of Man IM2 4HT
Permitted,17/00822/B,Erection of a rear sun room (retrospective),14-Sep-17,Senior Planning Officer - South (SC),4 Shirragh Way Port Erin Isle Of Man IM9 6FA
Permitted,17/00861/B,Erection of security fencing to perimeter of site,23-Nov-17,Head of Development Management,Central Creamery Ballafletcher Farm Road Cronkbourne Douglas Isle Of Man IM4 4QE 
Permitted,17/00878/B,Removal of earth bank and the creation of a temporary car park for a period of 4 years (retrospective),29-Nov-17,Director 2017+,"Fields 521888 And 521895, Between Isle Of Man Business Park And Cooil Road Douglas Isle Of Man  "
Permitted,17/00979/B,Erection of summerhouse in rear garden,23-Nov-17,Senior Planning Officer - South (SC),West Winds 37 Ballanard Road Douglas Isle Of Man IM2 5HB
Permitted,17/00026/B,"Erection of an extension to provide function suite and 30 additional bedrooms, alterations to existing car parks and creation of an additional car park access",25-Apr-17,Planning Committee,Ramsey Park Hotel Park Road Ramsey Isle Of Man IM8 3AR 
Permitted,17/00312/B,Extension of paved parking area and widening of existing vehicular access,31-May-17,Senior Planning Officer - South (SC),6 Mull View Kirk Michael Isle Of Man IM6 1AQ
Permitted,17/00445/D,Installation of one illuminated sign,23-Jun-17,Head of Development Management,Shoprite Bridson Street Port Erin Isle Of Man IM9 6AL
Permitted,17/00579/B,Replacement of existing polycarbonate roof to annex with tiled roof,06-Jul-17,Senior Planning Officer - South (SC),20 Beech Avenue Onchan Isle Of Man IM3 3HQ
Permitted,17/00646/REM,Reserved matters application for the erection of single storey dwelling with parking (in connection with approval granted under PA16/00240/A),06-Sep-17,Director 2017+,Land At Ballacashin Farm Abbeylands Isle Of Man  
Permitted,17/00981/B,Replacement of conservatory with extension on same footprint,27-Oct-17,Head of Development Management,14 Ramsey Road Peel Isle Of Man IM5 1UB
Permitted,17/01125/B,Replacement of garage door with glazed sliding/folding doors,30-Nov-17,Head of Development Management,Villa Mattio Main Road Glen Maye Isle Of Man IM5 3BH
Permitted,17/01023/A,Approval in principle for the creation of 3 residential plots including access,14-Nov-17,Planning Committee,Field 230791 Douglas Road Kirk Michael Isle Of Man  
Permitted,17/01034/B,Alterations to convert former Methodist Chapel to residential dwelling,01-Dec-17,Planning Committee,Croit E Caley Methodist Church Croit E Caley Colby Isle Of Man IM9 4AR 
Permitted,17/01037/B,Alterations and extensions to property including erection of two storey extension at eastern corner and single storey extension at rear,15-Dec-17,Senior Planning Officer - South (SC),Roslyn Alexander Drive Douglas Isle Of Man IM2 3QP 
Permitted,17/01090/B,Replacement of existing annex roof with tiled roof,29-Nov-17,Head of Development Management,15 Taubman Street Ramsey Isle Of Man IM8 1DH
Permitted,16/00936/B,Deposit of inert waste material and remedial work to restore site to heath land (partial retrospective),09-May-17,Planning Committee,Part Field 411755 Off Mull Road Ballnahowe Rushen Isle Of Man 
Permitted,16/01303/B,Installation of a replacement front door,26-Jan-17,Senior Planning Officer - South (SC),29 Hildesley Road Douglas Isle Of Man IM2 5AX
Permitted,16/01334/B,Extension to provide additional ancillary living accommodation,29-Mar-17,Senior Planning Officer - South (SC),The Nab Top Road Crosby Isle Of Man IM4 4HL
Permitted,17/00521/B,Creation of a driveway and vehicular access to Nos. 5 Manor View,04-Aug-17,Head of Development Management,5 & 6 Manor View Douglas IM2 2PB   
Permitted,17/00621/B,Erection of an extension to replace existing conservatory,18-Jul-17,Head of Development Management,19 River Walk Braddan Douglas Isle Of Man IM4 4TJ
Permitted,16/01358/B,Alteration and extension to redundant barn to create a residential dwelling,07-Sep-17,Planning Committee,Corvalley Barn Ballaugh Cronk Ballaugh Isle Of Man  
Permitted,17/00041/B,Installation of a replacement shop front with shutters,20-Feb-17,Senior Planning Officer - South (SC),Unit 1A Strand Shopping Centre Douglas Isle Of Man IM1 2ER
Permitted,17/00098/B,"Alterations, erection of single and first floor extensions and erection of a detached double garage",13-Jun-17,Planning Committee,Roslyn Alexander Drive Douglas Isle Of Man IM2 3QP 
Permitted,17/00099/B,Alterations and erection of extensions,16-Mar-17,Senior Planning Officer - North (CB),Cronk Froy Knock Froy Road Santon Isle Of Man IM4 1JD 
Permitted,17/00201/B,Removal of a chimney,27-Apr-17,Senior Planning Officer - South (SC),38 Murrays Road Douglas Isle Of Man IM2 3HW 
Permitted,17/00230/B,"Development of a multi franchise car dealership consisting of two showrooms, after sales building incorporating a valeting suite with associated roads, drainage and landscaping and alterations to highway including creation of a roundabout",26-Apr-17,Planning Committee,Field 522159 And Part Field's 522161 & 522162 Located South West Of Cooil Road Braddan Isle Of Man    
