Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,10/01715/CON,"Registered Building Consent for the installation of a satellite dish, RB no 215 (In association with 10/01714GB)",13-Jan-11,Head of Development Management,Dunluce Ballure Road Ramsey Isle Of Man IM8 1NL
Permitted,10/01716/GB,Renovation works to office building (In association with 10/01717/CON),21-Feb-11,Head of Development Management,Finch House 24 Finch Road Douglas Isle Of Man IM1 2PS
Permitted,10/01717/CON,Registered Building consent for renovation works to office building (In association with 10/01716/GB) Registered Building Nos. 102,21-Feb-11,Head of Development Management,Finch House 24 Finch Road Douglas Isle Of Man IM1 2PS
Permitted,10/01718/B,Extension to existing garage,13-Jan-11,Head of Development Management,17 Scarlett Road Castletown Isle Of Man IM9 1NS 
Refused,10/01719/B,"Alterations, extensions and conversion of former Boarding House to a single dwelling",24-Aug-11,Head of Development Management,12 Derby Square Douglas Isle Of Man IM1 3LS
Permitted,10/01720/B,Erection of an extension and installation of roof lights to dwelling,24-Jan-11,Head of Development Management,3 Bay View Terrace Laxey Isle Of Man IM4 7DG
Permitted,10/01721/B,Conversion of existing stable into a home office,13-Jan-11,Head of Development Management,Old Moaney Corlea Road Ballasalla Isle Of Man IM9 3BA
Permitted,10/01722/B,Alterations and extensions to dwelling,18-Jan-11,Head of Development Management,23 Close Cam Port Erin Isle Of Man IM9 6NB
Permitted,10/01723/B,Replacement of existing two garage doors with one garage door,06-Jan-11,Head of Development Management,35 Fairway Close Onchan Isle Of Man IM3 2EQ
Permitted,10/01724/B,Erection of single storey replacement extension to front elevation,14-Jan-11,Planning Committee,17 Head Road Douglas Isle Of Man IM1 5AZ 
Permitted,10/01725/B,Alterations and extensions to dwelling,14-Jan-11,Planning Committee,69 Lilac Grove Ballasalla Isle Of Man IM9 2DZ
Permitted,10/01726/B,Erection of entrance canopy and garage,15-Feb-11,Planning Committee,Airport Secure Parking  Balthane Ballasalla Isle Of Man  
Permitted,10/01727/B,Erection of a replacement dwelling with additional vehicular access,14-Feb-11,Planning Committee,Thie-Ny-Ree Ballacharry Road St Marks Ballasalla Isle Of Man IM9 3AU
Permitted,10/01728/D,Erection of entrance signage,13-Jan-11,Head of Development Management,Ballakaighen Farm Whitebridge Road Onchan Isle Of Man IM4 6AD 
Permitted,10/01729/B,Installation of replacement windows to front elevation,13-Jan-11,Head of Development Management,Ronaldsdene Main Road Colby Isle Of Man IM9 4LL
Permitted,10/01730/B,Installation of replacement front door,06-Jan-11,Head of Development Management,8 Port Jack Onchan Isle Of Man IM3 1EB
Permitted,10/01731/B,Installation of replacement front door,06-Jan-11,Head of Development Management,3 Princes Terrace Minorca Hill Laxey Isle Of Man IM4 7DR 
Permitted,10/01733/B,"Installation of replacement windows, front door and surround",13-Jan-11,Head of Development Management,Ribblesdale 5 Shore Road Castletown Isle Of Man IM9 1BF
Permitted,10/01734/B,Installation of replacement windows and doors,13-Jan-11,Head of Development Management,St Paul's Church Hall Market Place West Ramsey Isle Of Man IM8 1JU 
Permitted,10/01735/B,Erection of extension to replace existing conservatory,14-Jan-11,Head of Development Management,39 Erin Way Port Erin Isle Of Man IM9 6EF 
Permitted,10/01736/B,Alterations to chimney stacks,21-Feb-11,Head of Development Management,Regent Street Post Office Regent Street Douglas Isle Of Man IM1 2EA 
Permitted,10/01737/B,Alterations to existing shop and dwelling to form a single dwelling,14-Jan-11,Head of Development Management,Cliff Stores Fairy Cottage Laxey Isle Of Man IM4 7HR 
Permitted,10/01739/B,"Alterations, erection of an extension and re-siting of vehicular access",20-Jan-11,Head of Development Management,Tree Tops 21 Ash Grove Ramsey Isle Of Man IM8 3HT
Permitted,10/01740/B,Alterations and extension to dwelling (comprising amendments to PA 08/01300B),14-Jan-11,Head of Development Management,Thie Ny Feeaih Lezayre Road Ramsey Isle Of Man IM8 2TD
Permitted,10/01741/B,Replacement of garage door with window and erection of a detached garage,14-Jan-11,Head of Development Management,9 Scarlett Road Castletown Isle Of Man IM9 1NT
Permitted,10/01742/B,Blocking up side elevation doorways,14-Jan-11,Head of Development Management,1 - 2 Reayrt Aalin Peel Isle Of Man
Permitted,10/01743/B,Blocking up side elevation doorways,14-Jan-11,Head of Development Management,7 - 8 Reayrt Aalin Peel Isle Of Man
Permitted,10/01744/B,Blocking up side elevation doorways,10-Jan-11,Head of Development Management,14 - 15 Reayrt Aalin Peel Isle Of Man 
Permitted,10/01745/B,Installation of roof light to replace existing dormer,25-Jan-11,Head of Development Management,Bollindene Tennis Road Douglas Isle Of Man IM2 3LN
Permitted,10/01746/B,"Alterations, erection of an extension and replacement of garage door with windows",10-Jan-11,Head of Development Management,Leahurst Main Road Santon Isle Of Man IM4 1JB
Permitted,10/01747/B,Erection of a single storey extension to side elevation,06-Jan-11,Head of Development Management,6 Creggans Avenue Peel Isle Of Man IM5 1DE
Permitted,10/01748/B,Installation of replacement windows,06-Jan-11,Head of Development Management,28 Woodburn Square Douglas Isle Of Man IM1 4DD 
Permitted,10/01749/B,Alterations and erection of a first floor extension to dwelling,14-Jan-11,Head of Development Management,Moaney Woods Farm Lonan Church Road Laxey Isle Of Man IM4 7JX
Permitted,10/01750/B,Alterations and erection of an extension to dwelling,06-Jan-11,Head of Development Management,Grasmere Park Avenue Douglas Isle Of Man IM2 5HR
Permitted,10/01751/B,Erection of an extension to rear elevation of dwelling,06-Jan-11,Head of Development Management,39 Cedar Walk Douglas Isle Of Man IM2 5NH
Permitted,10/01752/B,Installation of replacement windows and front doors (Retrospective),25-Jan-11,Head of Development Management,Creg-Y-Shee & Cummal Beg Cregneash Isle Of Man  
Permitted,10/01753/B,Installation of replacement windows (Retrospective),25-Jan-11,Head of Development Management,Weavers Cottage (formerly Thie Y Fidder) Cregneash Isle Of Man  
Permitted,10/01754/B,Creation of an access track (Retrospective),20-Jan-11,Head of Development Management,Field Number 434740 Ballamodha Straight Ballasalla Isle Of Man  
Permitted,10/01755/B,Conversion of existing dwelling into four apartments,20-Apr-11,Head of Development Management,4 Mona Street Douglas Isle Of Man IM1 2QD
Permitted,10/01756/B,Erection of a detached garage with garden store/workshop at rear of dwelling,24-Jan-11,Head of Development Management,Myrtle Villa Main Road Ballaugh Isle Of Man IM7 5EF 
Application Withdrawn,10/01757/B,Alterations and erection of an extension,14-Jan-11,Withdrawn,Old Rushen Abbey Mills Mill Road Ballasalla Isle Of Man IM9 2EG
Permitted,10/01758/B,Installation of flue and stack (Retrospective),18-Jan-11,Head of Development Management,34 Royal Park Ramsey Isle Of Man IM8 3UF 
Permitted,10/01759/B,Erection of fencing (Retrospective),28-Jan-11,Head of Development Management,18 Greeba Drive Onchan Isle Of Man IM3 1EW
Permitted,10/01760/B,Replacement of three chimney stacks and re roofing works to eight properties,25-Jan-11,Head of Development Management,No's 1 - 8 Ballafesson Road Port Erin Isle Of Man 
Refused,10/01761/B,Conversion of boarding house to four apartments,28-Jan-11,Head of Development Management,Lincluden Glenview Terrace Port Erin Isle Of Man IM9 6HA
Permitted,10/01762/B,Installation of replacement front window,06-Jan-11,Head of Development Management,Flat 1   15 Princes Street Douglas Isle Of Man IM1 1BB
Refused,10/01763/B,Erection of a detached building to provide a garage and ancillary / holiday living accommodation,10-Jan-11,Head of Development Management,Leahurst Main Road Santon Isle Of Man IM4 1JB
Permitted,10/01764/B,Installation of replacement windows to rear elevation and four velux windows,07-Feb-11,Head of Development Management,53 Malew Street Castletown Isle Of Man IM9 1AE
Permitted,10/01765/GB,Replacement of existing asbestos sheet roof and rainwater goods (In association with 10/01766/CON),10-Feb-11,Department Application,Jurby Guardhouse & Fire Party 258 Jurby Industrial Estate Jurby Isle Of Man IM7 3BD 
Permitted,10/01766/CON,Registered Building consent for the replacement of existing asbestos sheet roof and rainwater goods (In association with 10/01765/GB) Registered Building Nos. 237,10-Feb-11,Department Application,Jurby Guardhouse & Fire Party 258 Jurby Industrial Estate Jurby Isle Of Man IM7 3BD 
Permitted,10/01767/B,Erection of a wind turbine,21-Feb-11,Head of Development Management,Ballingan Farm  Braaid Road  Marown  Isle Of Man IM4 2AP 
Permitted,10/01768/B,Roofing works to premises,10-Jan-11,Head of Development Management,Co Op Store Parliament Street Ramsey Isle Of Man IM8 1AQ
Permitted,10/01769/B,"Re- roofing of warehouse units B, C and D",06-Jan-11,Head of Development Management,Warehouse Units  (Former Crosby Wholesalers) Main Road Crosby Isle Of Man IM4 4BN 
Permitted,10/01770/B,Conversion of undercroft to provide living accommodation and removal and replacement of the existing decking/terrace area,28-Apr-11,Head of Development Management,Beechbrook Quarterbridge Road Douglas Isle Of Man IM2 3RQ
Permitted,10/01771/B,Creation of additional off road parking space,28-Jan-11,Head of Development Management,28 Cronk Y Berry Drive Douglas Isle Of Man IM2 6HL
Permitted,10/01772/B,"Alterations, erection of extension, driveway amendments and creation of an additional vehicular access",25-Jan-11,Head of Development Management,32 Howe Road Onchan Isle Of Man IM3 2BA
Application Withdrawn,10/01773/B,Re open a blocked up vehicular access,25-Mar-11,Withdrawn,Field 414230 Saint Marys Road Port Erin Isle Of Man  
Permitted,10/01774/B,Erection of an extension to dwelling and installation of decking,08-Feb-11,Head of Development Management,2 Fistard Grove Fistard Port St Mary Isle Of Man IM9 5HJ
Application Withdrawn,10/01775/B,"Alterations to driveway and existing hard standing, creation of an additional vehicular access and creation of a patio to side of dwelling",24-Feb-11,Withdrawn,Silver Creek House Cronk Road Union Mills Isle Of Man IM4 4NJ 
Permitted,10/01776/B,Installation of replacement windows and back door,21-Feb-11,Head of Development Management,113 Castlemona Avenue Douglas Isle Of Man IM2 4ED
Permitted,10/01777/B,Erection of a conservatory to dwelling,25-Jan-11,Head of Development Management,16 King Edward Park Onchan Isle Of Man IM3 2AE
Refused,10/01778/A,Approval in principle for the erection of a detached dwelling with new access and driveway,21-Jan-11,Head of Development Management,Land Adjacent To Silver Creek House 12 Cronk Road Union Mills Isle Of Man  
Permitted,10/01779/B,Erection of garden room extension,10-Jan-11,Head of Development Management,Ballamoar Castle Ballamoar Jurby Isle Of Man IM7 3AJ 
Permitted,10/01780/B,Alteration and erection of extensions to dwelling,22-Mar-11,Director Delegation,Sycamore Cottage Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW
Refused,10/01781/B,Conversion of existing outbuilding into additional living accommodation and alterations to existing vehicular access off private lane,28-Jan-11,Head of Development Management,Sycamore Cottage Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW
Permitted,10/01782/B,Extension to premises within rear yard,18-Jan-11,Head of Development Management,5 Victoria Place Douglas Isle Of Man IM2 4ET
Permitted,10/01783/B,Alterations and extensions to dwelling (comprising amendments to PA 10/00747B),06-Jan-11,Head of Development Management,16 Majestic Drive Onchan Isle Of Man IM3 2JQ
Permitted,10/01784/B,"Alterations, erection of extension and creation of a sandwich bar and deli",08-Feb-11,Head of Development Management,Capital House 16 - 18 Circular Road Douglas Isle Of Man IM1 1AG 
Permitted,10/01785/D,Erection of advertising signage,06-Jan-11,Head of Development Management,Shoprite Derby Road Peel Isle Of Man IM5 1HP
Permitted,10/01786/B,Erection of an extension to replace existing conservatory,08-Feb-11,Head of Development Management,Ballastrang Farmhouse Castletown Road Ballaglonney Santon Isle Of Man IM4 1EU
Permitted,10/01787/B,Conversion of former guest house to four apartments including replacement windows,06-Jan-11,Head of Development Management,Fairfield House 5 Clifton Terrace Douglas Isle Of Man IM2 3HU
Permitted,10/01788/B,Installation of replacement windows and door to front elevation,18-Jan-11,Head of Development Management,Seabank 4 Shore Road Castletown Isle Of Man IM9 1BF
Refused,10/01789/B,Alterations and extensions to dwelling and creation of additional vehicular access and on site parking area,14-Jan-11,Head of Development Management,Heath Bank St. Judes Isle Of Man IM7 2EW 
Permitted,10/01790/REM,Reserved Matters application for the erection of a replacement farm house,21-Jan-11,Head of Development Management,Part Of Field 614468 Ballacollister Road Laxey Isle Of Man  
Permitted,10/01791/B,Installation of replacement windows and doors,18-Jan-11,Head of Development Management,Sea Front Promenade Port Erin Isle Of Man IM9 6LE
Permitted,10/01792/B,Installation of replacement windows,08-Feb-11,Head of Development Management,6 Lyndale Avenue Peel Isle Of Man IM5 1JY
Application Withdrawn,10/01793/B,"Alterations, creation of a ground floor training area and self contained flat above (Retrospective)",19-Apr-11,Withdrawn,1 Albany Street Lane & 2A Berkeley Street Lane Douglas Isle Of Man 
Permitted,10/01794/B,Creation of hard standing for car parking spaces,20-Jan-11,Head of Development Management,Land At Edremony Port Erin Isle Of Man  
