Decisions issued under delegated authority 1/1/15 - 31/12/15,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Erection of an extension to replace existing,Old School House & Seagull Hollow Derbyhaven Isle Of Man IM9 1TY,PER,23-Jan-15,14/01438/B
Replacement of garage door with a window and erection of a front porch to dwelling,29 Ballellis Ballawattleworth Estate Peel Isle Of Man IM5 1WZ ,PER,04-Feb-15,14/01439/B
Creation of roof deck balcony/terrace to rear elevation,2 Windsor Terrace Douglas Isle Of Man IM1 3LU ,PER,30-Mar-15,15/00219/B
Erection of extensions to dwelling to create additional living accommodation and gym,60 Groudle Road Onchan Isle Of Man IM3 2EZ ,PER,10-Jun-15,15/00407/B
Installation of additional and alteration to existing windows and extension of car park,Champion House Tromode Industrial Estate Tromode Douglas Isle Of Man IM4 4QD ,PER,13-Aug-15,15/00409/B
Erection of a detached toilet block to be used in association with the existing Lezayre Church,Field 132150 Churchtown Ramsey Isle Of Man  ,PER,14-Jul-15,15/00410/B
Removal of existing terrace balcony and erection of a conservatory,Baytrees Pinfold Hill Laxey Isle Of Man IM4 7HN,PER,27-May-15,15/00411/B
Erection of extension to replace existing conservatory,43 Ballaquane Park Peel Isle Of Man IM5 1PX,PER,26-May-15,15/00412/B
Conversion of existing barns into five tourist/residential units,Old Craft Centre Kionslieu Hill Foxdale Isle Of Man IM4 3HB ,PER,26-Jun-15,14/01085/B
Application to make lawful the use of building as seven apartments,26 Christian Road Douglas Isle Of Man IM1 2QN ,PER,07-Aug-15,15/00526/LAW
Installation of replacement windows to front and side elevations,9 Drury Terrace Douglas Isle Of Man IM2 3HY,PER,24-Jul-15,15/00525/B
Erection of a conservatory to rear elevation,7 Kionslieu Terrace Foxdale Isle Of Man IM4 3JR ,REF,18-Jun-15,15/00527/B
Erection of illuminated and non-illuminated signage,Champion House Ballafletcher Road Cronkbourne Douglas Isle Of Man IM4 4QJ ,PER,18-Jun-15,15/00528/D
Alterations and erection of extension to dwelling,Ballavarkish Beg Grenaby Road Ballabeg Castletown Isle Of Man IM9 4HD ,PER,17-Sep-15,15/00905/B
"Installation of replacement roof tiles, roof light and additional roof light",24 Stanley Road Peel Isle Of Man IM5 1NY,PER,24-Nov-15,15/01166/B
Conversion of existing shop with first floor living accommodation into two apartments with on site parking,19 Allan Street & 21-23 Peveril Street  Douglas Isle Of Man IM1 3DQ,PER,04-Dec-15,15/01193/B
Alterations and extension to dwelling and creation of new vehicular access,1 Lhag Mooar Port Erin Isle Of Man IM9 6LY,PER,30-Jun-15,15/00578/B
Erection of a single storey extension to rear elevation,5 Old School View Eyreton Lea  Crosby Isle Of Man IM4 4DA ,PER,17-Jul-15,15/00580/B
Erection of a dwelling with detached garage and associated landscaping (re-submission),Land Adjacent To Brackenthwaite Port Lewaigue Ramsey Isle Of Man  ,PER,10-Sep-15,15/00582/B
Erection of an agricultural barn,Clay Head Farm Clay Head Road Baldrine Isle Of Man IM4 6DP,PER,04-Dec-15,15/01195/B
Additional use of dwelling as tourist accommodation,1 The Gables Grove Mount South Ramsey Isle Of Man IM8 3EY,PER,17-Dec-15,15/01238/C
Conversion of office into a residential accommodation,The Warehouse Queen Street Castletown Isle Of Man IM9 1PB,PER,15-Jul-15,15/00606/B
Installation of a satellite dish to rear elevation,The Centenary Centre Atholl Street Peel Isle Of Man IM5 1HQ ,PER,15-Jul-15,15/00608/B
Creation of an outside seating area (retrospective),"Former The Clarendon, Farmers Retail & Douglas Hotel Site North Quay Douglas Isle Of Man  ",PER,11-Dec-15,15/00610/B
Change of use of existing first and second floor office accommodation to a beauty salon,18 - 20 Nelson Street Douglas Isle Of Man IM1 2AL,PER,20-Aug-15,15/00799/C
Blocking up rear elevation window and installation of bi-folding patio doors,4 Second Avenue Douglas Isle Of Man IM2 6AW,PER,20-Aug-15,15/00801/B
Installation of three velux windows (retrospective),140 Woodbourne Road Douglas Isle Of Man IM2 3BD,PER,20-Aug-15,15/00802/B
Erection of extension to front elevation of dwelling,26 Ballamillaghyn Estate Mount Rule Douglas Isle Of Man IM4 4HX,PER,17-Dec-15,15/01230/B
Erection of a single storey extension to side and rear elevation,Lough View Andreas Road Andreas Isle Of Man IM7 4EN,REF,12-May-15,15/00328/B
Alterations and erection of a three storey extension to rear elevation,108 Castlemona Avenue Douglas Isle Of Man IM2 4EF,PER,26-Feb-15,14/01357/B
Installation of a replacement front door,Glenwood Glen Road Laxey Isle Of Man IM4 7AH,PER,19-Jan-15,14/01358/B
"Alterations, erection of a single storey extension and dormer extension to rear elevation of dwelling",30 Greeba Drive Onchan Isle Of Man IM3 1EW,PER,11-Feb-15,14/01359/B
Erection of raised timber decking to rear elevation,41 - 43 Malew Street Castletown Isle Of Man IM9 1AE,PER,09-Jan-15,14/01378/B
Additional use of residential dwelling as tourist living accommodation,Lily Bank Slegaby Lane Hillberry Onchan Isle Of Man IM4 5BN,PER,27-Feb-15,15/00090/C
Installation of replacement windows to front elevation,14 Woodburn Square Douglas Isle Of Man IM1 4DB ,PER,09-Mar-15,15/00116/B
Alterations and repairs to Registered Building including associated works within curtilage of premises (in association with PA 15/00119/CON),Jim Crosbie Memorial Bandroom Derby Road Douglas Isle Of Man IM2 3EN ,PER,01-May-15,15/00118/GB
Registered Building Consent for alterations and repairs to building including associated works within curtilage of premises (RB no 244 in association with PA 15/00118/GB),Jim Crosbie Memorial Bandroom Derby Road Douglas Isle Of Man IM2 3EN ,PER,01-May-15,15/00119/CON
Additional use of residential dwelling as tourist accommodation,22 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EP,PER,13-Apr-15,15/00242/C
Erection of a sun room extension to dwelling,Lawson Croft The Lhen Andreas Isle Of Man IM7 3EH ,PER,07-Apr-15,15/00243/B
Replacement of glazed garden room roof with light weight roof tiles with roof lights (retrospective),Ruskinville Little Switzerland Douglas Isle Of Man IM2 6AE,PER,27-Apr-15,15/00245/B
Erection of fencing (retrospective),115 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JE,PER,27-Apr-15,15/00246/B
Installation of a conservatory to replace existing,58 Julian Road Douglas Isle Of Man IM2 6EN,PER,13-May-15,15/00340/B
Creation of three additional windows to dwelling,9 Ellan Park Ramsey Isle Of Man IM8 3NS,PER,14-May-15,15/00350/B
Erection of extension to rear elevation and conversion of upper floors into two apartments,50 Bucks Road Douglas Isle Of Man IM1 3AD,PER,08-Jun-15,15/00370/B
"Creation of new vehicular access, erection of a detached garage and installation of dormers to dwelling",2 Highfield Crescent Onchan Isle Of Man IM3 3BH,PER,14-May-15,15/00371/B
Erection of extension to rear elevation,16 Ballakneale Avenue Port Erin Isle Of Man IM9 6ND,PER,14-May-15,15/00372/B
Installation of three replacement windows to front elevation,1 Church Street Peel Isle Of Man IM5 1HN,PER,14-May-15,15/00373/B
Erection of a replacement dwelling (amendment to PA 13/91534/B),Baldromma Christian Ballamenagh Road Baldrine Isle Of Man IM4 6AG,PER,10-Jun-15,15/00458/B
Erection of a building to form three stables with feed and bedding store and creation of field access,Field 214380 Upper Ballacrye Sandygate Ramsey Isle Of Man  ,PER,03-Aug-15,15/00545/B
Erection of a two storey extension to rear elevation,The Manse 18 The Park Onchan Isle Of Man IM3 1HP,PER,14-Jul-15,15/00547/B
Installation of an ATM,Corkhills Service Station Main Road Onchan Isle Of Man IM3 1BA ,PER,23-Jul-15,15/00549/B
Erection of illuminated and non-illuminated advertising signage,75 Parliament Street Ramsey Isle Of Man IM8 1AQ,PER,02-Jul-15,15/00550/D
Erection of extension to side elevation and widening of existing vehicular access,10 Ballaquane Park Peel Isle Of Man IM5 1PT,PER,16-Jul-15,15/00551/B
Alterations and extensions to dwelling and erection of detached summerhouse (comprising amendments to PA 14/00880/B),Linden Lea Old Lonan Road Baldrine Isle Of Man IM4 6DF,PER,27-Jul-15,15/00635/B
Installation of replacement windows and doors,56 Glenfaba Road Peel Isle Of Man IM5 1DA,PER,20-Jul-15,15/00637/B
Widening of driveway and vehicular access (retrospective),7 Glen Elfin Road Ramsey Isle Of Man IM8 2HF,PER,09-Jan-15,14/01390/B
Alterations to existing car port to form a garage and alterations to vehicular access and driveway,43 Ballaquane Park Peel Isle Of Man IM5 1PX,PER,13-Jan-15,14/01423/B
Rebuilding of store wall to rear elevation,The Co-Operative Food 75 Parliament Street Ramsey Isle Of Man IM8 1AQ,PER,24-Feb-15,15/00093/B
Demolition of existing flat roof garage and erection of a replacement garage with living accommodation over and link,Dhoor House  Andreas Road Dhoor Ramsey Isle Of Man IM7 4EB ,PER,16-Jul-15,15/00639/B
Alterations and extension to dwelling with raised decking area,Teviotdale Patrick Corner St Johns Isle Of Man IM4 3AW,PER,01-Oct-15,15/00647/B
Erection of an extension to front elevation,Church On The Rock Princes Road Ramsey Isle Of Man IM8 2EU,PER,17-Sep-15,15/00717/B
Erection of gate posts to entrance drive,Junction Of Entrance And Kerrowkeil Road Ballaloaghtan Farm Grenaby Ballasalla Isle Of Man  ,PER,29-Jul-15,15/00718/B
Conversion of office building to create first and second floor residential apartments (amendment to PA 14/01087/B),19 Peel Road Douglas Isle Of Man IM1 4LS,PER,06-Aug-15,15/00720/B
"Erection of a first floor balcony with doorway access, to front of building",Shore Hotel Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LZ,PER,01-Oct-15,15/00983/B
Installation of replacement patio doors to rear elevation,Mariners House Back Shore Road Laxey Isle Of Man IM4 7DQ,PER,22-Oct-15,15/01069/B
External alterations including window and door alterations,Corrin Memorial Home Albany Road Peel Isle Of Man IM5 1HR,PER,12-May-15,15/00236/B
"Erection of extension to rear elevation, and widening of existing vehicular access to create two off street parking spaces",8 Grammah Avenue Port Erin Isle Of Man IM9 6NR,PER,19-Aug-15,15/00318/B
Certificate of Lawful Development for the creation of hard standing,Land Adj To Ellenbrook Farm Old Castletown Road Douglas Isle Of Man  ,CLAWA,26-Oct-15,15/00449/LAW
Construction of a first floor extension over existing utility to rear elevation,Coan Buigh Main Road Ballaugh Isle Of Man IM7 5ED,PER,19-Aug-15,15/00762/B
Door and window alterations and provision of car-port to rear elevation,The Drill Hall  Tromode Road Douglas Isle Of Man IM2 5PA,PER,19-Aug-15,15/00764/B
Erection of a replacement conservatory,Barroose House Barroose Road Baldrine Isle Of Man IM4 6AR,PER,19-Aug-15,15/00765/B
Erection of a replacement dwelling,Cliff Cottage Battery Road Peel Isle Of Man IM5 1UD,PER,19-Aug-15,15/00766/B
Erection of a timber double garage,North Abbey House Abbey Road Lane Ballasalla Isle Of Man IM9 3DE,PER,19-Aug-15,15/00767/B
Widening of existing driveway and vehicular access,23 The Meadows Kirk Michael Isle Of Man IM6 1EU,PER,08-Sep-15,15/00859/B
Erection of an agricultural building,Corner Of Field 432837 Church Farm Great Meadow Castletown Isle Of Man  ,PER,23-Nov-15,15/01071/B
Replacement of existing polycarbonate conservatory roof with light weight roof tiles,6 Cedar Walk Douglas Isle Of Man IM2 5NG,PER,21-Oct-15,15/01072/B
Installation of a flue to dwelling,25 Balleigh Court Ramsey Isle Of Man IM8 3NQ ,PER,04-Dec-15,15/01142/B
Alterations and erection of ground and first floor extension to dwelling,Gull Cottage Beach Road Baldrine Isle Of Man IM4 6ES ,PER,17-Sep-15,15/00860/B
Erection of an extension and installation of replacement roof tiles to dwelling,Sunny Crest Main Road Santon Isle Of Man IM4 1EE,PER,09-Nov-15,15/01036/B
"Alterations, erection of extension and re-landscaping of retaining wall to extend outside terrace",Westmoor Ballavartyn Road Santon Isle Of Man IM4 1HT,PER,04-Dec-15,15/01202/B
Installation of replacement windows to rear elevation,37 Woodbourne Road Douglas Isle Of Man IM2 3AD,PER,17-Dec-15,15/01237/B
Creation of driveway and vehicular access in front garden,41 Ballakermeen Drive Douglas Isle Of Man IM1 4HT,PER,29-Apr-15,15/00307/B
Alterations including replacement air conditioning units and amendments to rear goods entrance,Co-op Supermarket  75 Parliament Street Ramsey Isle Of Man IM8 1AQ,PER,16-Jul-15,15/00670/B
Attic conversion and external alterations to dwelling,Thie Ny Creg Plantation Road Port St. Mary Isle Of Man IM9 5AY ,PER,24-Jul-15,15/00677/B
Alterations and extensions to dwelling to provide additional living accommodation,Leafy Rise Main Road Glen Vine Isle Of Man IM4 4AZ,PER,24-Jul-15,15/00680/B
Alterations and extensions to dwelling,9 Ballachrink Drive Onchan Isle Of Man IM3 4NY,PER,12-Oct-15,15/00970/B
Replacement of existing polycarbonate conservatory roof with light weight roof tiles,38 Cronk Drean Douglas Isle Of Man IM2 6AU,PER,01-Oct-15,15/00973/B
Replacement of existing polycarbonate conservatory roof with light weight roof tiles,3 Barrule Park Ramsey Isle Of Man IM8 2BW,PER,01-Oct-15,15/00974/B
"Installation of replacement external doors, and construction of paths and retaining walls to rear of dwellings",93-98 Lheannag Park Douglas Isle Of Man IM2 2DL,PER,12-Nov-15,15/01096/B
Replacement of existing glazed conservatory roof with tiles,Ballamona Beg The Curragh Ballaugh Isle Of Man IM7 5BG ,PER,24-Nov-15,15/01167/B
Operation of children's nursery in breach of condition 6 of planning approval 88/00155/B that restricts the maximum number of children attending the Beehive kindergarten at any time to not more than 55.,Beehive Kindergarten Hillberry Road Onchan Isle Of Man IM3 3JP,CLAWR,22-Apr-15,12/01549/LAW
"Registered Building consent for alterations, erection of a three storey extension and creation of French doors to roof terrace (in association with 15/00282/GB) Registered Building Nos. 195",1 Prospect Hill Douglas Isle Of Man IM1 1ES ,PER,17-Jul-15,15/00283/CON
Installation of replacement windows to front elevation (retrospective),26 Malvern Road Douglas Isle Of Man IM2 5AR,PER,28-Apr-15,15/00284/B
"Alterations, erection of an extension and creation of a parking space to rear elevation",10 Myrtle Street Douglas Isle Of Man IM1 1ED,PER,29-Apr-15,15/00321/B
Alterations to dwelling including erection of a replacement porch and replacement of a rear door with a window,22 Greenlands Avenue Ramsey Isle Of Man IM8 2PN,PER,29-Jun-15,15/00548/B
"Construction of a path, terrace and steps in front garden",15 Howe Road Onchan Isle Of Man IM3 2BB,PER,13-Aug-15,15/00614/B
Erection of a sun room extension to south west elevation and removal of chimney stack,64 Victoria Road Castletown Isle Of Man IM9 1ED,PER,03-Jul-15,15/00616/B
Installation of replacement windows to front elevation,Glen Cottage Glen Road Laxey Isle Of Man IM4 7AJ,PER,23-Jul-15,15/00617/B
Demolition of existing boathouse and erection of extension to dwelling to provide ancillary living accommodation (comprising amendments to PA 14/01003/B),Derbyhaven House Derbyhaven Isle Of Man IM9 1TS ,PER,15-Jul-15,15/00612/B
 Alterations and extension to dwelling,3 Kirby Hill Douglas Isle Of Man IM2 1PA,PER,16-Jul-15,15/00648/B
Alterations and extension to dwelling,9 Tromode Heights Douglas Isle Of Man IM2 5LU,PER,16-Jul-15,15/00649/B
Alterations to ground floor car workshop including part conversion of existing storage rooms to an apartment and conversion of existing first floor office space to an apartment,Mylchreest Motors   Riverside Court Millmount Douglas Isle Of Man IM2 1HD,PER,12-Oct-15,15/00650/B
Installation of a chimney stack,Chestnut Barn Slegaby Lane Hillberry Onchan Isle Of Man IM4 5BN ,PER,17-Jul-15,15/00651/B
"Alterations to window to create new doorway, installation of additional window to gable elevation and new external staircase to basement",24 Athol Street Douglas Isle Of Man IM1 1JA,PER,30-Sep-15,15/00867/B
Installation of replacement shop fronts,24 & 24A  Main Road Onchan Isle Of Man IM3 1AP,PER,18-Sep-15,15/00869/B
Installation of a replacement window and creation of two additional windows to dwelling,16 Ballafurt Close Port Erin Isle Of Man IM9 6HS,PER,17-Sep-15,15/00944/B
"Alterations, erection of a garage extension and creation of a canopy and porch to dwelling",Hillberry House Hillberry Green Douglas Isle Of Man IM2 6DE,PER,18-Sep-15,15/00946/B
Installation of illuminated and non-illuminated signage,56 - 58 Duke Street Douglas Isle Of Man IM1 2AR,PER,05-Nov-15,15/01060/D
Enclosure of existing balcony with upvc glazing,406 Kings Court Ramsey Isle Of Man IM8 1LN ,PER,11-Nov-15,15/01136/B
Erection of signage (retrospective),44 Westmoreland Road Douglas Isle Of Man IM1 4AN,PER,11-Nov-15,15/01137/D
Alterations and two storey extension to rear elevation of dwelling,52 Lhon Vane Close Onchan Isle Of Man IM3 3BA,PER,10-Apr-15,15/00132/B
External window and door alterations,28 Droghadfayle Park Port Erin Isle Of Man IM9 6EP,PER,10-Mar-15,15/00134/B
External alterations to dwelling,Hilltop Howe Road Port St. Mary Isle Of Man IM9 5PR,PER,02-Jun-15,15/00446/B
Installation of replacement windows and door and alteration to ground floor bay window,1 Hildesley Road Douglas Isle Of Man IM2 5AU,PER,28-May-15,15/00450/B
Erection of a two storey extension to dwelling,10 Kionslieu Terrace Foxdale Isle Of Man IM4 3JR,PER,29-Jun-15,15/00565/B
Registered Building consent for installation of replacement windows and door (in association with 14/01285/GB) Registered Building Nos. 151,12 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW ,PER,12-Feb-15,14/01286/CON
Alterations and erection of extension,Club House Foxdale Road St Johns Isle Of Man IM4 3AR,PER,05-Feb-15,14/01455/B
"Erection of porch, square bay window, installation of replacement window with glass balustrade and formation of larger dormer to front elevation",Windy Cottage  The Terrace Derbyhaven Isle Of Man IM9 1TY,PER,24-Apr-15,15/00037/B
Erection of a sun lounge extension to replace existing conservatory,Lhergy Moar Farm Eairy Isle Of Man IM4 3HX ,PER,25-Mar-15,15/00184/B
Alterations and erection of a dormer extension and ground floor extension to rear elevation of dwelling,Harbour House Tent Road Laxey Isle Of Man IM4 7DB,PER,30-Mar-15,15/00187/B
Construction of a first floor extension over existing garage,1 Devonshire Crescent Douglas Isle Of Man IM2 3RD,PER,13-Feb-15,15/00028/B
Re-rendering of dwellings and installation of new canopies over front entrance doors,43- 52 Prince's Road & 1-42  Cronk Elfin Ramsey Isle Of Man IM8 2EX,PER,13-Feb-15,15/00030/B
Erection of an extension to rear elevation,Marathon Court Nursing Home Victoria Road Douglas Isle Of Man IM2 4RQ,PER,26-Feb-15,15/00084/B
Installation of two replacement windows to rear elevation,29 Lancaster Road Douglas Isle Of Man IM2 5BB,PER,27-Feb-15,15/00086/B
"Alterations, creation of a raised patio area and erection of extension with roof terrace above to rear elevation of dwelling",Thie Varrey The Colony Port Lewaigue Ramsey Isle Of Man IM7 1AL,PER,30-Mar-15,15/00088/B
Demolition of existing dwelling and garage and erection of a pair of link detached dwellings with integral garaging,Burnside Cottage Main Road Union Mills Isle Of Man IM4 4AG,REF,26-Mar-15,15/00108/B
Additional use of apartment as tourist accommodation,1 Clifton Court The Promenade Port St. Mary Isle Of Man IM9 5DB,PER,05-Mar-15,15/00111/C
Alterations and extensions to dwelling and creation of additional vehicular access,41 Ballagarey Road Glen Vine Isle Of Man IM4 4EF,PER,07-Apr-15,15/00210/B
Widening of vehicular access and paved hard standing to form additional parking space,Plot 9 McLeod's Field Mcleods Field Peel Isle Of Man IM5 1UX ,PER,28-Apr-15,15/00214/B
Installation of replacement windows to front elevation,Merchants House 24 North Quay Douglas Isle Of Man IM1 4LE,PER,12-May-15,15/00313/B
Alterations to conservatory roof and replacement of existing single door with twin door,Bayr Niar 5 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP,PER,29-Apr-15,15/00315/B
Installation of two bulk storage fuel tanks to replace existing,Peel Power Station Mill Road  Peel Isle Of Man IM5 1TE,PER,23-Nov-15,15/01068/B
Additional use of residential flat as tourist accommodation,Flat 2  Tynwald 7 Church Road Port Erin Isle Of Man IM9 6AH,PER,05-Mar-15,15/00112/C
Engineering works to remove water intake structures,"Struan Barrule Intake, South Barrule Plantation Shoulder Road Foxdale Isle Of Man  ",PER,26-Mar-15,15/00193/B
Alterations and erection of an extension to rear elevation of dwelling,4 Baldrine Park Baldrine Isle Of Man IM4 6DE,PER,29-Apr-15,15/00301/B
Removal of walls and glazed screens to rear of building in order to create internal and external temporary car parking for a period of four years,Vacant Motor Garage / Sales Premises Between Former Wool Centre & 41 Peel Road Peel Road Douglas Isle Of Man ,PER,26-May-15,15/00302/B
Alterations and erection of extension to dwelling,84 Lakeside Road Douglas Isle Of Man IM2 7DD,REF,29-Apr-15,15/00303/B
Erection of a first floor extension,2 Stowell Place Castletown Isle Of Man IM9 1HF,PER,03-Jul-15,15/00597/B
Installation of roof lights to front and rear elevations,42 Albany Road Douglas Isle Of Man IM2 3NA,PER,03-Jul-15,15/00601/B
Installation of both illuminated and non-illuminated signage,Corkhills Service Station Main Road Onchan Isle Of Man  ,PER,28-Jul-15,15/00711/D
Construction of a first floor balcony and non installation of one no. ground floor window as approved under PA11/00784/B,The Spinney Baldrine Hill Baldrine Isle Of Man IM4 6DS,PER,29-Apr-15,15/00316/B
Alteration and erection of decking,Esholt Quarterbridge Road Douglas Isle Of Man IM2 3RJ,PER,08-Jun-15,15/00464/B
Installation of replacement front door,Grosvenor Court 1 Derby Terrace Central Promenade Douglas Isle Of Man IM2 4LN ,PER,08-Jun-15,15/00465/B
Change of use from retail unit to Henry Bloom Noble Library and associated ancillary facilities,Former Top Shop Premises   Duke Street/Lord Street  Douglas Isle Of Man IM1 2AY ,PER,09-Jun-15,15/00466/C
"Widening of vehicular access onto highway, improvements to turning area and replace existing hedge with blockwork wall and timber front boundary fence",Bretney Ballanard Road Douglas Isle Of Man IM2 5PR,PER,18-Jun-15,15/00469/B
Installation of window to replace existing door,Ivy Dene Laureston Grove Douglas Isle Of Man IM2 4BG,PER,08-Jun-15,15/00470/B
Extension to hen house to create a garage (comprising amendments to PA 11/00159/B),Gollane Farm  Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF ,PER,08-Jun-15,15/00473/B
"15/00743Improvements to existing access lane including junction improvements, replacement gates and pillars and creation of bridge over stream",Clough Willey Tosaby Road St Marks Ballasalla Isle Of Man  ,PER,30-Jun-15,15/00589/B
"Removal of existing decking to front elevation and replace with wall, steps and paving",Emscote Highfield Drive Baldrine Isle Of Man IM4 6EE,PER,15-Jul-15,15/00591/B
"Creation of a rear driveway, vehicular access and installation of a fence and gate",15 Nursery Avenue Onchan Isle Of Man IM3 4HF,PER,26-Aug-15,15/00822/B
Installation of replacement windows to front elevation,Flat 5  Carrick Court Bay View Road Port St. Mary Isle Of Man IM9 5AL,PER,26-Aug-15,15/00825/B
Demolition of existing dwellings and erection of an office building with parking to rear,5 & 6 Myrtle Street Douglas Isle Of Man IM1 1ED,PER,28-Aug-15,15/00845/B
Conversion of existing barn into a dwelling with porch extension and extension to curtilage,Kiondroghad Barn Orrisdale Kirk Michael Isle Of Man  ,PER,30-Sep-15,15/00846/B
Installation of new shop frontage,Elan House 1 - 2 Bay View Road Port St. Mary Isle Of Man IM9 5AE ,PER,28-Aug-15,15/00848/B
Erection of an extension to side elevation of dwelling,6 Ashbourne Avenue Douglas Isle Of Man IM2 1NW,PER,18-Sep-15,15/00955/B
"Change of use of existing cottages from residential to provide office, training and storage facilities",Drill Hall Cottages Tromode Road Douglas Isle Of Man IM2 5PA,PER,18-Sep-15,15/00957/C
Creation of driveway and vehicular access,2 Hillary Close Onchan Isle Of Man IM3 4BF,PER,03-Jul-15,15/00593/B
Application to make lawful the erection of various sheds and structures to house poultry and run a free range egg business,Field 130579 & 134146 Magher Grianagh St Judes Road Sulby Isle Of Man  ,CLAWA,12-Nov-15,15/00940/LAW
"Replacement of roof structure over pool house, alterations to windows and doors and amendment to balustrades approved under PA 14/01118/B",32 Majestic Drive Onchan Isle Of Man IM3 2JJ,PER,18-Sep-15,15/00941/B
Roof replacement and rendering of dwarf walls to existing conservatory,Bay House Bay View Road Port St. Mary Isle Of Man IM9 5AQ,PER,18-Sep-15,15/00942/B
Replacement of existing glazed conservatory roof with roof tiles,Polzeath 29 Ballanard Road Douglas Isle Of Man IM2 5HA,PER,21-Oct-15,15/01054/B
"Alterations, erection of rear extension and installation of a flue to dwelling",Pomeroy Richmond Road Ramsey Isle Of Man IM8 3PB,PER,15-Dec-15,15/01231/B
"Registered Building consent for the demolition of existing outhouse and boiler room, creation of glazed link between existing kitchen and conservatory, re-roofing of existing pantry and extension of existing paved area (In connection with 14/01409/GB) Reg",May Hill House Summerland Ramsey Isle Of Man IM8 2EF,PER,27-Apr-15,14/01410/CON
"Alterations, erection of a first floor extension to dwelling and erection of summer house to replace existing shed",Belvelly Belmont Hill Douglas Isle Of Man IM1 4NX ,PER,13-Feb-15,15/00027/B
Erection of an extension to rear elevation of dwelling,Treetops Costain Close Colby Isle Of Man IM9 4NZ,PER,16-Feb-15,15/00029/B
Creation of two windows from an existing window to dwelling,Keeilley Halt Walpole Drive Ramsey Isle Of Man IM8 1LX ,PER,17-Mar-15,15/00121/B
Creation of two windows and provision of ancillary living accommodation to dwelling,Heatherland 58 Majestic Drive Onchan Isle Of Man IM3 2JL,PER,17-Mar-15,15/00122/B
"Alterations, erection of extension and widening of driveway and vehicular access to dwelling",27 Julian Road Douglas Isle Of Man IM2 6HS,PER,24-Apr-15,15/00273/B
"Conversion of existing garage to living accommodation erection of a first floor extension above, erection of a single storey extension to rear, replacement garage extension and widening of driveway and vehicular access",5 Cronk Avenue Onchan Isle Of Man IM3 3DG,PER,15-Jul-15,15/00603/B
Removal of two chimney stacks,Malvern 7 Third Avenue Douglas Isle Of Man IM2 6AL,PER,15-Jul-15,15/00604/B
"Installation of window to replace existing garage door, double doors to rear elevation and new doorway to side elevation",12 Thornhill Close Port Erin Isle Of Man IM9 6NF,PER,09-Jan-15,14/01380/B
Change of use of retail unit to a martial arts/fitness centre,Unit 1  Bourne Concourse Peel Street Ramsey Isle Of Man IM8 1JJ,PER,09-Jan-15,14/01386/C
Installation of bi-fold doors to replace existing rear elevation window,18 Western Avenue Douglas Isle Of Man IM1 4ER,PER,14-May-15,15/00363/B
Erection of a sun room extension to rear of dwelling and re-positioning of bathroom window,Plot 44 Residential Development Under Construction   Land At Ballakilley Church Road Port St. Mary Isle Of Man  ,PER,29-Jan-15,14/01372/B
Extension to existing stable building,Field 124014 Greenhill Jurby Road Andreas Isle Of Man  ,PER,04-Feb-15,14/01401/B
Installation of a digital advertising display to the ground floor window (retrospective),33-35  Victoria Street Douglas Isle Of Man IM1 2LF ,PER,14-May-15,15/00366/D
Erection of extension to dwelling to replace existing garage,69 King Edward Road Onchan Isle Of Man IM3 2AR,PER,15-Jul-15,15/00620/B
"Erection of a first floor extension over existing garage, sun room extension to rear elevation and a front porch",7 Groudle View Onchan Isle Of Man IM3 2EX,PER,15-Jul-15,15/00623/B
Replacement of existing polycarbonate conservatory roof with light weight roof tiles,2 Scarlett Road Castletown Isle Of Man IM9 1NT,PER,20-Jul-15,15/00659/B
Erection of a sun room extension to rear elevation,The Rigs Mount Auldyn Ramsey Isle Of Man IM8 3PJ,PER,09-Jan-15,14/01403/B
Alterations and subdivision of existing unit,Unit 1 Old Quarry Douglas Head Industrial Estate Douglas Isle Of Man IM1 5BF ,PER,28-Jan-15,14/01457/B
Erection of an agricultural building,Field 624157  Adjacent Ballaberna Cottage Hibernia Ramsey Isle Of Man  ,REF,26-Feb-15,14/01458/B
Conversion of former travel agency into a bakery,31 Parliament Street Ramsey Isle Of Man IM8 1AT,PER,27-Feb-15,15/00094/B
Erection of a detached dwelling,Plot 96 (Residential Development Under Construction) Off Church Road Port Erin And Rushen Isle Of Man  ,PER,02-Jun-15,15/00437/B
Erection of a two storey extension to side elevation of dwelling,9 Reayrt Ny Glionney Drive Laxey Isle Of Man IM4 7LG ,PER,10-Jun-15,15/00439/B
Demolition of existing garages and erection of a replacement garage with ancillary accommodation over,Land To Rear Of 41 Selborne Drive Douglas Isle Of Man IM2 3NJ ,PER,24-Jul-15,15/00607/B
Erection of a detached plant/bin store building to serve approved Residential Care Home (PA 14/00876/B),Site Of Former Bus Garage  Salisbury Street Douglas Isle Of Man IM2 3HQ ,PER,15-Jul-15,15/00609/B
