"Hash","SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish","Market_Value","Consideration","Acquisition_Date","MinCompletionDate","CompletionDate","Issue"
"6007ea4c82ce4e1965ab4464639915c5","","4","","Loch Villas","Gibson Street","Ramsey","IM8 3DR","Lezayre","","125000.0","23/02/2007","03/05/2007","","Gibson Street is an invalid locality name"
"d72040fbb82e5bba3baa6dc8cfe49349","","5","Thie Manninagh","Westhill Village","Jurby Road","Ramsey","IM8 3TD","Lezayre","540000.0","540000.0","30/03/2007","25/10/2007","","Jurby Road is an invalid locality name"
"6b8f96dd53d71be1988517e051d0f9de","","2","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","98000.0","98000.0","25/05/2007","12/12/2007","","Lezayre Road is an invalid locality name"
"8a80195fa14f658466a869045f3a3d67","","2","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","200000.0","200000.0","23/12/2013","02/04/2014","","Lezayre Road is an invalid locality name"
"d9a32554d9cdae4edd1c31dd8a5a03fd","","2","","Cowell's Terrace","Off Windsor Road","Ramsey","IM8 3EE","Lezayre","145000.0","145000.0","07/09/2007","09/02/2008","","Off Windsor Road is an invalid locality name"
"49244f8adc0a7a843f7e83d674004de3","","2","","Cowells Terrace","Off Windsor Road","Ramsey","IM8 3EE","Lezayre","165000.0","165000.0","07/12/2012","08/02/2013","","Off Windsor Road is an invalid locality name"
"529d6904d65b0bf058dfd78194180347","","2","","Cowells Terrace","Off Windsor Road","Ramsey","IM8 3EE","Lezayre","165000.0","8000.0","22/08/2014","27/06/2016","","Off Windsor Road is an invalid locality name"
"c5a8e4041a2ba26e95beba159fe6a101","","2","","Cowells Terrace","Off Windsor Road","Ramsey","IM8 3EE","Lezayre","154000.0","154000.0","18/05/2017","18/08/2017","","Off Windsor Road is an invalid locality name"
"0e45fed3d7c4912d73f7e14376dce540","","2","","Cowells Terrace","Off Windsor Road","Ramsey","IM8 3EE","Lezayre","155000.0","155000.0","15/10/2025","23/12/2025","","Off Windsor Road is an invalid locality name"
"fab5e0709c473845dd4f22217351564a","","","Builder's Yard And Workshop","Loch Villas","Gibson Street/Marsden Terrace","Ramsey","IM8 3DR","Lezayre","325000.0","325000.0","26/06/2008","13/09/2008","","Gibson Street/Marsden Terrace is an invalid locality name"
"cf97e88e74ae05a003bccdc101c4e820","","2","","Loch Villas","Gibson Street, Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","163000.0","163000.0","21/11/2008","02/03/2009","","Gibson Street, Off Shipyard Road is an invalid locality name"
"367f6d6722eaf5d6e5b09febf52d99b9","","2","","Loch Villas","Gibson Street, Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","155000.0","155000.0","20/03/2015","20/04/2015","","Gibson Street, Off Shipyard Road is an invalid locality name"
"578d780da9d13aa8a34bd1d16bd53644","","2","","Loch Villas","Gibson Street, Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","158000.0","158000.0","29/11/2018","09/01/2019","","Gibson Street, Off Shipyard Road is an invalid locality name"
"01b79895308035be7731d6da19289e5d","","3","","Loch Villas","Gibson Street","Ramsey","IM8 3DR","Lezayre","149546.0","149546.0","22/12/2008","13/03/2009","","Gibson Street is an invalid locality name"
"a6e29cbb75539c345f85a5f661e2ed66","","3","","Loch Villas","Gibson Street","Ramsey","IM8 3DR","Lezayre","150000.0","0.0","30/06/2020","04/08/2020","","Gibson Street is an invalid locality name"
"113c2bdf50fff0f7771361c6f857f2e9","","","A Plot Of Land","Adjoining Alma Cottage","St Judes Road","Sulby","IM7 2ES","Lezayre","2000.0","2000.0","31/12/2008","15/04/2009","","St Judes Road is an invalid locality name"
"505fef074196cf9968a572d5d887ed8c","","","A Plot Of Land","Adjoining Alma Cottage","St Judes Road","Sulby","IM7 2ES","Lezayre","2000.0","2000.0","01/06/2009","16/12/2009","","St Judes Road is an invalid locality name"
"87a47213aca9fdbd04493d9204e4e2cd","","","A Plot Of Land","Adjoining Alma Cottage","St Judes Road","Sulby","IM7 2ES","Lezayre","5000.0","5000.0","18/03/2016","15/06/2016","","St Judes Road is an invalid locality name"
"e7c182920d3456180ee321f5cd116a7e","","","Plot Of Land Within The","Bridge Inn Car Park","Bowring Road","Ramsey","IM8 3EW","Lezayre","1000.0","0.25","06/02/2009","26/05/2009","","Bowring Road is an invalid locality name"
"c739bc75825d13a57b3134203e35ea25","","3","Craigroy","Westhill","Jurby Road","Ramsey","IM8 3TD","Lezayre","607500.0","607500.0","11/01/2010","30/03/2011","","Jurby Road is an invalid locality name"
"cbaa241be3c9aa3f20eb1de09be3de91","","","Bolvia Beg","The Dhoor","Andreas Road","Lezayre","IM7 4ED","Lezayre","650000.0","650000.0","31/03/2010","16/08/2010","","Andreas Road is an invalid locality name"
"6b1842ddf187f22fa437dd79ef029787","","","Bolivia Beg","The Dhoor","Andreas Road","Lezayre","IM7 4ED","Lezayre","527000.0","527000.0","06/10/2025","23/12/2025","","Andreas Road is an invalid locality name"
"2015c9abb62da0489b8da9539fc01bb6","","18","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","99000.0","99000.0","25/06/2010","01/10/2010","","Lezayre Road is an invalid locality name"
"8b77467ec7b5995e074f5d2027a6b8f8","","18","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","280000.0","280000.0","02/04/2014","23/06/2014","","Lezayre Road is an invalid locality name"
"dad8f94590eb4da2aed49ccf3e972703","","4","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","215000.0","215000.0","20/08/2010","21/02/2011","","Lezayre Road is an invalid locality name"
"db60f4d0dd10fa8006056fb2d69e668d","","4","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","190000.0","190000.0","19/04/2013","01/07/2013","","Lezayre Road is an invalid locality name"
"ddcdf29065d4df26588f1bcd4091512f","","4","","Belmont Terrace","Jurby Road","Ramsey","IM8 3PG","Lezayre","300000.0","0.25","25/03/2003","07/12/2011","","Jurby Road is an invalid locality name"
"1d74a55eacefd11aa4a1d38217198b4c","","4","","Belmont Terrace","Jurby Road","Ramsey","IM8 3PG","Lezayre","260000.0","260000.0","10/01/2019","23/02/2019","","Jurby Road is an invalid locality name"
"0187c82863d5d993524f1c2857dd48d8","","4","","Belmont Terrace","Jurby Road","Ramsey","IM8 3PG","Lezayre","295000.0","5000.0","12/01/2024","02/02/2024","","Jurby Road is an invalid locality name"
"ba51e1b005292e36a28aadf107c23ae8","","","Bungalow","Baldromma","Jurby Road","Lezayre","IM7 2EB","Lezayre","130000.0","130000.0","19/07/2011","15/12/2011","","Jurby Road is an invalid locality name"
"7fa261f84d0c641f71d11d46a2ebaa69","","","Bungalow","Baldromma","Jurby Road","Lezayre","IM7 2EB","Lezayre","275000.0","275000.0","17/11/2021","17/01/2022","","Jurby Road is an invalid locality name"
"d97b4a8d91c8bbe562f635f5a6ee25a5","","3","","Belmont Terrace","Jurby Road","Ramsey","IM8 3PG","Lezayre","260000.0","260000.0","11/05/2012","19/10/2012","","Jurby Road is an invalid locality name"
"ee58ae8c7938a63b683df3e8ed9e53bf","","","","Garages","Premier Road","Ramsey","IM8 3AS","Lezayre","8500.0","8500.0","10/08/2012","06/11/2012","","Premier Road is an invalid locality name"
"04775e49739c97b3cf88c83e99b78147","","","","Garages","Premier Road","Ramsey","IM8 3AS","Lezayre","14750.0","14750.0","04/07/2017","18/09/2017","","Premier Road is an invalid locality name"
"98b9715aebe8dc487eff86f252fc3e37","","","Thalloo Aust","Aust Lane","Andreas Road","Lezayre","IM7 4EG","Lezayre","571700.0","571700.0","26/10/2012","11/01/2013","","Andreas Road is an invalid locality name"
"f139d16e42170b374b919cefb1d7949a","","2","","Apple Tree Grove","Jurby Road","Ramsey","IM8 3PG","Lezayre","254000.0","254000.0","10/05/2013","31/12/2014","","Jurby Road is an invalid locality name"
"1bfc19226a23b5adcba1691118997b5b","","2","","Apple Tree Grove","Jurby Road","Ramsey","IM8 3PG","Lezayre","320000.0","320000.0","30/09/2021","04/05/2022","","Jurby Road is an invalid locality name"
"5d7cababf003dec1a85a2e2d1d29fe94","","3","","Apple Tree Grove","Jurby Road","Ramsey","IM8 3PG","Lezayre","260000.0","260000.0","14/06/2013","31/12/2014","","Jurby Road is an invalid locality name"
"67ef8d0c019cbd60e5accab62933bb0e","","","Parcel Of Land","Part Of Allandale","Ballamanagh Road","Sulby","","Lezayre","5500.0","5500.0","10/09/2012","06/03/2014","","Ballamanagh Road is an invalid locality name"
"cf5fdab8a33b14e079d9e20d481b1e67","7","","Loch Villas","Gibson Street","Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","140000.0","140000.0","06/09/2013","18/02/2014","","Off Shipyard Road is an invalid locality name"
"2c569bdfa01aaedbd19e3c46e6fdc716","","","7 Loch Villas","Gibson Street","Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","160000.0","160000.0","25/01/2019","17/04/2019","","Off Shipyard Road is an invalid locality name"
"3700678c99b3f600de0e025dd4229025","","","A Lane","Gibson Street","Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","","0.0","06/09/2013","18/02/2014","","Off Shipyard Road is an invalid locality name"
"20adcf9663c687dffe5967517c0db3f3","a Lane","","Loch Villas","Gibson Street","Off Shipyard Road","Ramsey","IM8 3DR","Lezayre","","0.0","25/01/2019","10/04/2019","","Off Shipyard Road is an invalid locality name"
"7aea9e8b3924a90fe4bcfed19102a99c","","","","Land Adjoining","North Shore Road And Shipyard Road","Ramsey","IM8 3AN","Lezayre","625000.0","625000.0","29/11/2013","17/03/2014","","North Shore Road And Shipyard Road is an invalid locality name"
"625979f726d099d55cf6d571e5645cd9","","","Parcel Of Land","Adjoining Lower Milntown Farm","Lezayre Road","Ramsey","IM8 2TH","Lezayre","2000.0","2000.0","29/05/2014","09/09/2014","","Lezayre Road is an invalid locality name"
"ebf8d84a432ef69475b64503d0faf8e4","","","Parcel Of Land","Adjoining Lower Milntown Farm","Lezayre Road","Ramsey","IM8 2TH","Lezayre","2000.0","2000.0","02/06/2020","24/07/2020","","Lezayre Road is an invalid locality name"
"07bf4033876831a1515d495d8f9d082b","","","Parcel Of Land","Adjoining Lower Milntown Farm","Lezayre Road","Ramsey","IM8 2TH","Lezayre","2000.0","2000.0","11/11/2021","04/02/2022","","Lezayre Road is an invalid locality name"
"51cc063bdaee24931e7de3e20a538a8f","","","The Knoll","Cronk Ruagh","Jurby Road","Ramsey","IM7 2ED","Lezayre","820000.0","820000.0","27/06/2014","21/10/2014","","Jurby Road is an invalid locality name"
"e1140de4dc18b3e47b9408f02795c494","","","The Knoll","Cronk Ruagh","Jurby Road","Ramsey","IM7 2ED","Lezayre","875000.0","875000.0","06/10/2022","02/03/2023","","Jurby Road is an invalid locality name"
"159cc30dd4e60a93ef6dc6c1b56c9437","","1","","Romney Wynd","Off Clifton Drive","Ramsey","IM8 3JN","Lezayre","345000.0","345000.0","13/06/2014","18/11/2014","","Off Clifton Drive is an invalid locality name"
"30e0b5870f6f706462483c425702dabe","","","Film Studio","Baldromma","Jurby Road","Lezayre","IM7 2EB","Lezayre","1328000.0","1328000.0","15/10/2014","23/09/2015","","Jurby Road is an invalid locality name"
"42b79d032bc832b18363604233357568","","12","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre","122500.0","122500.0","19/09/2014","19/12/2014","","Lezayre Road is an invalid locality name"
"84d663e77e2ce511d4da479105d81faa","","2","Abbeystead","Auburn Place","Lezayre Road","Ramsey","IM8 2LP","Lezayre","250000.0","250000.0","03/11/2014","03/02/2015","","Lezayre Road is an invalid locality name"
"0b2187080a8f9e703c9ce18994a67865","","5","","Apple Tree Grove","Jurby Road","Ramsey","IM8 3PZ","Lezayre","260000.0","260000.0","14/11/2014","09/03/2015","","Jurby Road is an invalid locality name"
"7fd6d36197e8e3bb7038f9ce68e770c6","","2","","Hanley Terrace","Bowring Road","Ramsey","","Lezayre","100000.0","100000.0","12/12/2014","17/03/2015","","Bowring Road is an invalid locality name"
"f76b80c614264df6e00ff664d3b9c52f","","","","Poyll Dooey Road","Leyayre Road","Ramsey","","Lezayre","0.25","0.25","13/10/2006","11/02/2015","","Leyayre Road is an invalid locality name"
"081883cb5d9f100237bb71635e08f139","","15","","Westlands Close","Jurby Road","Ramsey","IM8 1LX","Lezayre","230000.0","230000.0","20/11/2014","26/03/2015","","Jurby Road is an invalid locality name"
"f7f736cb95dd0e5e7c1113087f66f49d","","15","","Westlands Close","Jurby Road","Ramsey","IM8 3PU","Lezayre","245000.0","25000.0","30/11/2018","28/01/2019","","Jurby Road is an invalid locality name"
"9757f5b68227042b10fd27b2cc4b01c7","","15","","Westlands Close","Jurby Road","Ramsey","IM8 3PU","Lezayre","360000.0","0.0","26/09/2025","07/01/2026","","Jurby Road is an invalid locality name"
"3d60fccbba122539e4e4c96f33289406","","27","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","218550.0","218550.0","05/11/2015","13/12/2016","","North Shore Road is an invalid locality name"
"7262ef92eb1e568620f9dee6f19df27e","","28","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DN","Lezayre","212970.0","212970.0","05/11/2015","13/12/2016","","North Shore Road is an invalid locality name"
"45b7ac93394a58e866c80b7c15ee6368","","28","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","215000.0","215000.0","30/08/2017","05/09/2017","","North Shore Road is an invalid locality name"
"b8de61cacb275f1541734a4a32e9eea4","","29","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","212970.0","212970.0","05/11/2015","14/12/2016","","North Shore Road is an invalid locality name"
"041fbdfc7a76209ead76e6e70d81c96d","","29","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","219000.0","219000.0","12/04/2017","06/07/2017","","North Shore Road is an invalid locality name"
"ca103bdfef322e8bbbc1fd2bbe8dc189","","30","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","218550.0","218550.0","05/11/2015","14/12/2016","","North Shore Road is an invalid locality name"
"4634b8b780e89d1878a46985fe85d6d4","","30","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","246000.0","246000.0","23/02/2017","02/03/2017","","North Shore Road is an invalid locality name"
"eb5060f4bd9c9580e4b7db838a831bd6","","1","","Eastfield Gardens","Bride Road","Ramsey","IM8 3UL","Lezayre","115000.0","0.0","29/02/2020","19/06/2020","","Bride Road is an invalid locality name"
"069f9ba5fe9a490c6244510af0cb8394","","1","","Eastfield Gardens","Bride Road","Ramsey","IM8 3UL","Lezayre","505000.0","505000.0","12/09/2022","11/11/2022","","Bride Road is an invalid locality name"
"4d3efce2364dc4e67f655d3db6194ae6","","24","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","175000.0","175000.0","18/12/2015","25/10/2016","","North Shore Road is an invalid locality name"
"5f0da6b1233454ffbdd5dcca6e80fb30","","","The Old Snooker Hall","Off Hanley Terrace","Off North Shore Road","Ramsey","IM8 3DQ","Lezayre","50000.0","50000.0","28/02/2016","19/07/2016","","Off North Shore Road is an invalid locality name"
"f006cc191147002447eedf0af6761204","","","The Old Snooker Hall","Off Hanley Terrace","Off North Shore Road","Ramsey","IM8 3DQ","Lezayre","50000.0","50000.0","26/02/2016","19/07/2016","","Off North Shore Road is an invalid locality name"
"88ad23ff60983339702b5d9a709f67ff","","16","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","227500.0","227500.0","08/07/2016","12/12/2016","","North Shore Road is an invalid locality name"
"1221ca7a8dff1e2a0eb9487af218b845","","26","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","235000.0","235000.0","29/07/2016","12/12/2016","","North Shore Road is an invalid locality name"
"40dc9ecef012e44e416c17d1f3781774","","","","Land","Clenagh Road","Sulby","IM7 3AD","Lezayre","36000.0","36000.0","14/11/2016","23/11/2016","","Clenagh Road is an invalid locality name"
"0f1dddabf19437c4016fa8f0525b336b","","14","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","219000.0","219000.0","14/09/2016","12/12/2016","","North Shore Road is an invalid locality name"
"04dbe159a9b8c1a75df64451f525b5c1","","14","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","242500.0","242500.0","02/09/2019","19/10/2019","","North Shore Road is an invalid locality name"
"66dde4de0f3f8216dbbe8cd2a8a6578d","","23","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","229000.0","229000.0","09/06/2016","12/12/2016","","North Shore Road is an invalid locality name"
"bfe55deb0732eb7d36b892f42f6d8ef0","","23","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","300000.0","300000.0","28/07/2023","16/08/2023","","North Shore Road is an invalid locality name"
"8ee6465638c518532247ae4b584eea1e","","12","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","226500.0","226500.0","12/10/2016","12/12/2016","","North Shore Road is an invalid locality name"
"564eeb4e9a499442d038f9a1b06f9dd2","","12","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","233000.0","233000.0","24/04/2019","12/07/2019","","North Shore Road is an invalid locality name"
"c0298e995fdd9e9f9a474c7467dfd439","","","Eaton House","Hespera Terrace","Lezayre Road","Ramsey","IM8 2LU","Lezayre","213000.0","213000.0","08/11/2016","10/04/2017","","Lezayre Road is an invalid locality name"
"2547f1a825bdb7e48ee2ff79436f1fe8","","15","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","219000.0","219000.0","30/09/2016","09/03/2017","","North Shore Road is an invalid locality name"
"72a49a15f2599460f3cea3cb117a5d26","","15","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","239000.0","239000.0","20/11/2020","26/03/2021","","North Shore Road is an invalid locality name"
"689c433fa1a4a98574b154d3a1f6ef19","","15","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","295000.0","295000.0","24/06/2025","27/10/2025","","North Shore Road is an invalid locality name"
"650da6455515c3dd3ebe083cc04d4691","","27","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","235000.0","235000.0","09/12/2016","25/05/2017","","North Shore Road is an invalid locality name"
"bf2105af3e56791d5376974f743968ef","","25","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","175000.0","175000.0","09/12/2016","08/03/2017","","North Shore Road is an invalid locality name"
"b9c378f953303f0126053d5b993513ba","","25","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","192000.0","192000.0","28/04/2017","27/07/2017","","North Shore Road is an invalid locality name"
"51ecc97a1dda021aa6877fd51b625d66","","25","","Traie Twoaie","North Shore Road","Ramsey","IM8 3DB","Lezayre","237500.0","237500.0","13/12/2019","31/01/2020","","North Shore Road is an invalid locality name"
